Family,SubFamily,ObjectGroup,ObjectName,Assembly Code,Assembly Description,Description,Type Comments,Type Name,Structural Material,Material,Category
Plumbing Fixtures,FF-CO-50,CO-50,FF-CO-50,,,,,CO-50,,uPVC,General Plumbing Fixture item
Plumbing Fixtures,FF-Arteco-S,Arteco-S,FF-Arteco-S,,,,,Arteco-S,,Stainless steel and aluminum alloy,General Plumbing Fixture item
Plumbing Fixtures,FF-Primo-150,Primo-150,FF-Primo-150,,,,,Primo-150,,Stainless steel and aluminum alloy,General Plumbing Fixture item
Plumbing Fixtures,FF-Primo-75,Primo-75,FF-Primo-75,,,,,Primo-75,,Stainless steel and aluminum alloy,General Plumbing Fixture item
Plumbing Fixtures,FF-Primo-100,Primo-100,FF-Primo-100,,,,,Primo-100,,Stainless steel and aluminum alloy,General Plumbing Fixture item
Plumbing Fixtures,FF-Piccolo-50-RC,Piccolo-50 RC,FF-Piccolo-50-RC,,,,,Piccolo-50 RC,,Stainless steel and aluminum alloy,General Plumbing Fixture item
Plumbing Fixtures,FF-CO-100,CO-100,FF-CO-100,,,,,CO-100,,uPVC,General Plumbing Fixture item
Plumbing Fixtures,FF-CO-75,CO-75,FF-CO-75,,,,,CO-75,,uPVC,General Plumbing Fixture item
Walls,Basic Wall,TS_150mm Thk. PC Non-Structural Wall,Basic Wall,,,WALL : 150mm Thk. Precast Non-Structural Wall,(BS 3.2) Precast Concrete Wall with Skim Coat,TS_150mm Thk. PC Non-Structural Wall,TS_PC Wall,,Precast Concrete Wall
Walls,Basic Wall,TS_150mm Thk. LW Concrete Wall,Basic Wall,,,WALL : 150mm Thk. Lightweight Precast Concrete Wall with 2hr Fire Rating,,TS_150mm Thk. LW Concrete Wall,TS_LW Wall (w/ FRS),,Precast Concrete Wall
Walls,Basic Wall,TS_250mm Thk. PC Parapet Wall (PP1-2),Basic Wall,,,WALL : 250mm Thk. Precast Parapet Wall (Type E),(BS 3.2) Precast Concrete Wall with Skim Coat,TS_250mm Thk. PC Parapet Wall (PP1-2),TS_PC Parapet Wall,,Parapets Wall
Walls,Basic Wall,TS_150mm Thk. PC Non-Structural Wall (FRS 2hr),Basic Wall,,,WALL : 150mm Thk. Precast Non-Structural Wall with 2hr Fire Rating,,TS_150mm Thk. PC Non-Structural Wall (FRS 2hr),TS_PC Wall (w/ FR),,Precast Concrete Wall
Walls,Basic Wall,TS_150mm Thk. PC Structural Wall (Hanger),Basic Wall,,,WALL : 150mm Thk. PC Structural Wall (Hanger),"(BS 3.3) Precast Concrete Wall with Plastering, Tile/Stone Finishes",TS_150mm Thk. PC Structural Wall (Hanger),TS_PC Wall,,Structural Wall
Walls,Basic Wall,TS_75mm Thk. PC Non-Structural Wall (FRS 2hr),Basic Wall,,,WALL : 150mm Thk. Precast Non-Structural Wall with 2hr Fire Rating,,TS_75mm Thk. PC Non-Structural Wall (FRS 2hr),TS_PC Wall (w/ FR),,Precast Concrete Wall
Walls,Basic Wall,TS_75mm Thk.Dry Wall,Basic Wall,,,WALL : 100mm Thk. Lightweight Precast Concrete Wall with 2hr Fire Rating,,TS_75mm Thk.Dry Wall,TS_LW Wall (w/ FRS),,Precast Concrete Wall
Walls,Basic Wall,TS_175mm Thk. PC Parapet Wall (PP3-1),Basic Wall,,,WALL : 175mm Thk. Precast Parapet Wall with Coping,(BS 5.2) Cast In-Situ Reinforced Concrete Wall with Skim Coat,TS_175mm Thk. PC Parapet Wall (PP3-1),TS_PC Parapet Wall,,Parapets Wall
Walls,Basic Wall,TS_300mm Thk. PC Structural Wall,Basic Wall,,,WALL : 300mm Thk. Precast Structural Wall,,TS_300mm Thk. PC Structural Wall,TS_PC Core Wall,,Structural Wall
Walls,Basic Wall,TS_150mm Thk. RC Non-Structural Wall (CIS),Basic Wall,,,WALL : 150mm Thk. RC Non-Structural Wall,,TS_150mm Thk. RC Non-Structural Wall (CIS),TS_RC Wall,,Cast In-Situ RC Wall
Walls,Basic Wall,TS_100mm Thk. PC Non-Structural Wall,Basic Wall,,,WALL : 100mm Thk. Precast Non-Structural Wall,(BS 3.2) Precast Concrete Wall with Skim Coat,TS_100mm Thk. PC Non-Structural Wall,TS_PC Wall,,Precast Concrete Wall
Walls,Basic Wall,TS_75mm Thk. LW Concrete Wall,Basic Wall,,,WALL : 100mm Thk. Lightweight Precast Concrete Wall with 2hr Fire Rating,,TS_75mm Thk. LW Concrete Wall,TS_LW Wall (w/ FRS),,Precast Concrete Wall
Walls,Basic Wall,TS_12mm Thk. Ductile Concrete Wall (With Profile),Basic Wall,,,WALL : 12mm Thk. Ductile Concrete Wall with Profile,(BS 3.2) Precast Concrete Wall with Skim Coat,TS_12mm Thk. Ductile Concrete Wall (With Profile),TS_Ductile Concrete Wall,,Precast Concrete Wall
Walls,Basic Wall,TS_400mm Thk. PC Structural Wall,Basic Wall,,,WALL : 400mm Thk. Precast Structural Wall,,TS_400mm Thk. PC Structural Wall,TS_PC Core Wall,,Structural Wall
Walls,Basic Wall,TS_200mm Thk. PC Structural Wall,Basic Wall,,,WALL : 200mm Thk. Precast Structural Wall,,TS_200mm Thk. PC Structural Wall,TS_PC Core Wall,,Structural Wall
Walls,Basic Wall,TS_400mm Thk. PC Non-Structural Wall,Basic Wall,,,WALL : 400mm Thk. Precast Non-Structural Wall,,TS_400mm Thk. PC Non-Structural Wall,TS_PC Wall,,Precast Concrete Wall
Walls,Basic Wall,TS_300mm Thk. PC Non-Structural Wall,Basic Wall,,,WALL : 300mm Thk. Precast Non-Structural Wall,(BS 3.2) Precast Concrete Wall with Skim Coat,TS_300mm Thk. PC Non-Structural Wall,TS_PC Wall,,Precast Concrete Wall
Walls,Basic Wall,TS_300mm Thk. RC Non-Structural Wall (CIS),Basic Wall,,,WALL : 300mm Thk. RC Non-Structural Wall,,TS_300mm Thk. RC Non-Structural Wall (CIS),TS_RC Wall,,General Wall item
Walls,Basic Wall,TS_300mm Thk. RC Structural Wall (CIS),Basic Wall,,,WALL : 300mm Thk. RC Structural Wall,,TS_300mm Thk. RC Structural Wall (CIS),TS_RC Core Wall,,Structural Wall
Walls,Basic Wall,TS_225mm Thk. LW Concrete Wall,Basic Wall,,,WALL : 150mm Thk. Lightweight Precast Concrete Wall,,TS_225mm Thk. LW Concrete Wall,TS_LW Wall,,Precast Concrete Wall
Walls,Basic Wall,TS_250mm Thk. PC Parapet Wall (PP1-1),Basic Wall,,,WALL : 250mm Thk. Precast Parapet Wall (Type E),(BS 3.2) Precast Concrete Wall with Skim Coat,TS_250mm Thk. PC Parapet Wall (PP1-1),TS_PC Parapet Wall,,Parapets Wall
Walls,Basic Wall,TS_5mm Thk. Skim Coat Finish,Basic Wall,,,WALL : 5mm Thk. Skim Coat Finish,,TS_5mm Thk. Skim Coat Finish,TS_Skim Coat,,Wall Finish
Walls,Basic Wall,TS_15mm Thk. Homogenous Tile,Basic Wall,,,WALL : 15mm Thk. Homogeneous Wall Tiles (300x600mm),,TS_15mm Thk. Homogenous Tile,TS_Homogenous Tile (300X600),,General Wall item
Walls,Basic Wall,TS_250mm Thk. PC Parapet Wall (with Coping),Basic Wall,,,WALL : 250mm Thk. Precast Parapet Wall with Coping,(BS 5.2) Cast In-Situ Reinforced Concrete Wall with Skim Coat,TS_250mm Thk. PC Parapet Wall (with Coping),TS_PC Parapet Wall,,Parapets Wall
Walls,Basic Wall,TS_120mm Thk. PC Parapet Wall_Type B (with Coping),Basic Wall,,,WALL : 120mm Thk. Precast Parapet Wall with Coping (Type B),(BS 5.2) Cast In-Situ Reinforced Concrete Wall with Skim Coat,TS_120mm Thk. PC Parapet Wall_Type B (with Coping),TS_PC Parapet Wall,,Parapets Wall
Walls,Basic Wall,TS_120mm Thk. PC Parapet Wall_Type B.1 (with Coping),Basic Wall,,,WALL : 120mm Thk. Precast Parapet Wall with Coping (Type B),(BS 5.2) Cast In-Situ Reinforced Concrete Wall with Skim Coat,TS_120mm Thk. PC Parapet Wall_Type B.1 (with Coping),TS_PC Parapet Wall,,Parapets Wall
Walls,Basic Wall,TS_120mm Thk. PC Parapet Wall_Type A (with Coping),Basic Wall,,,WALL : 120mm Thk. Precast Parapet Wall with Coping (Type A),(BS 5.2) Cast In-Situ Reinforced Concrete Wall with Skim Coat,TS_120mm Thk. PC Parapet Wall_Type A (with Coping),TS_PC Parapet Wall,,Parapets Wall
Walls,Basic Wall,TS_120mm Thk. PC Parapet Wall_Type A,Basic Wall,,,WALL : 120mm Thk. Precast Parapet Wall with Coping (Type A),(BS 5.2) Cast In-Situ Reinforced Concrete Wall with Skim Coat,TS_120mm Thk. PC Parapet Wall_Type A,TS_PC Parapet Wall,,Parapets Wall
Walls,Basic Wall,TS_100mm Thk. LW Concrete Wall,Basic Wall,,,WALL : 100mm Thk. Lightweight Precast Concrete Wall with 2hr Fire Rating,,TS_100mm Thk. LW Concrete Wall,TS_LW Wall (w/ FRS),,Precast Concrete Wall
Walls,Basic Wall,TS_20mm Thk. Homogeneous Tile (PBU) - Cliffstone Ice,Basic Wall,,,WALL : 20mm Thk. Homogeneous Wall Tiles (300x600mm),,TS_20mm Thk. Homogeneous Tile (PBU) - Cliffstone Ice,TS_WT-01(Cliffstone Ice),,General Wall item
Walls,Basic Wall,TS_16mm Thk. Gypsum Panel,Basic Wall,,,WALL : 16mm Thk. Gypsum Panel,(BS 3.2) Precast Concrete Wall with Skim Coat,TS_16mm Thk. Gypsum Panel,TS_Gypsum Panel,,Precast Concrete Wall
Walls,Basic Wall,TS_75mm Thk. RC Non-Structural Wall (CIS),Basic Wall,,,WALL : 75mm Thk. RC Non-Structural Wall,,TS_75mm Thk. RC Non-Structural Wall (CIS),TS_RC Wall,,Cast In-Situ RC Wall
Walls,Basic Wall,TS_90mm Thk.Dry Wall,Basic Wall,,,WALL : 100mm Thk. Lightweight Precast Concrete Wall with 2hr Fire Rating,,TS_90mm Thk.Dry Wall,TS_LW Wall (w/ FRS),,Precast Concrete Wall
Walls,Basic Wall,TS_120mm Thk. PC Parapet Wall_Type A.2 (with Coping),Basic Wall,,,WALL : 120mm Thk. Precast Parapet Wall with Coping (Type A),(BS 5.2) Cast In-Situ Reinforced Concrete Wall with Skim Coat,TS_120mm Thk. PC Parapet Wall_Type A.2 (with Coping),TS_PC Parapet Wall,,Parapets Wall
Walls,Basic Wall,TS_PBU Ceiling (20mm Thk High Strength Concrete),Basic Wall,,,WALL : 20mm Thk. High Strength Concrete PBU Ceiling,Ceiling,TS_PBU Ceiling (20mm Thk High Strength Concrete),TS_High Strength Concrete Ceiling,,General Ceiling Item
Walls,Basic Wall,TS_92mm Thk. RC Kerb Wall,Basic Wall,,,WALL : 92 x 100mm High RC Kerb (PBU),(BS 3.2) Precast Concrete Wall with Skim Coat,TS_92mm Thk. RC Kerb Wall,TS_Kerb,,Precast Concrete Wall
Walls,Basic Wall,TS_50mm Thk. RC Kerb Wall,Basic Wall,,,WALL : 50 x 100mm High RC Kerb (PBU),(BS 3.2) Precast Concrete Wall with Skim Coat,TS_50mm Thk. RC Kerb Wall,TS_Kerb,,Precast Concrete Wall
Walls,Basic Wall,TS_50mm Thk. Ductile Concrete Wall,Basic Wall,,,WALL : 50mm Thk. Ductile Concrete Wall,(BS 3.2) Precast Concrete Wall with Skim Coat,TS_50mm Thk. Ductile Concrete Wall,TS_Ductile Concrete Wall,,Precast Concrete Wall
Walls,Basic Wall,TS_20mm Thk. Ductile Concrete Wall,Basic Wall,,,WALL : 20mm Thk. Ductile Concrete Wall,(BS 3.2) Precast Concrete Wall with Skim Coat,TS_20mm Thk. Ductile Concrete Wall,TS_Ductile Concrete Wall,,Precast Concrete Wall
Walls,Basic Wall,TS_15mm Ceiling (CP-01),Basic Wall,,,WALL : 15mm Thk. Ceiling (Box-up),,TS_15mm Ceiling (CP-01),TS_CP-01A,,General Ceiling Item
Walls,Basic Wall,TS_150mm Thk. RC Parapet Wall,Basic Wall,,,WALL : 150mm Thk. RC Parapet Wall,(BS 5.2) Cast In-Situ Reinforced Concrete Wall with Skim Coat,TS_150mm Thk. RC Parapet Wall,TS_RC Parapet Wall,,Parapets Wall
Walls,Basic Wall,TS_2mm Aluminium Panel (Powder Coated),Basic Wall,,,WALL : 150mm Thk. Lightweight Precast Concrete Wall with 2hr Fire Rating,,TS_2mm Aluminium Panel (Powder Coated),TS_Aluminun Powder Coat,,Precast Concrete Wall
Walls,Basic Wall,TS_PBU Ceiling (9mm Calcium Silicate),Basic Wall,,,WALL : 9mm Thk. Calcium Silicate PBU Ceiling,,TS_PBU Ceiling (9mm Calcium Silicate),TS_Calcium Silicate,,Plaster Ceiling
Walls,Basic Wall,TS_90mm Thk. RC Kerb Wall,Basic Wall,,,WALL : 50 x 100mm High RC Kerb (PBU),(BS 3.2) Precast Concrete Wall with Skim Coat,TS_90mm Thk. RC Kerb Wall,TS_Kerb,,Precast Concrete Wall
Walls,Basic Wall,TS_150mm Thk. RC Kerb Wall,Basic Wall,,,WALL : 92 x 100mm High RC Kerb (PBU),(BS 3.2) Precast Concrete Wall with Skim Coat,TS_150mm Thk. RC Kerb Wall,TS_Kerb,,Precast Concrete Wall
Walls,Basic Wall,TS_50mm Thk. PC Non-Structural Wall (FRS 2hr),Basic Wall,,,WALL : 150mm Thk. Precast Non-Structural Wall with 2hr Fire Rating,,TS_50mm Thk. PC Non-Structural Wall (FRS 2hr),TS_PC Wall (w/ FR),,Precast Concrete Wall
Walls,Basic Wall,TS_120mm Thk. PC Non-Structural Wall,Basic Wall,,,WALL : 150mm Thk. Precast Non-Structural Wall,(BS 3.2) Precast Concrete Wall with Skim Coat,TS_120mm Thk. PC Non-Structural Wall,TS_PC Wall,,Precast Concrete Wall
Site,,,TS_PWD_1400x900 (t),,,,,,,,General External Work item
Site,TS_Tactile Tiles-600 (t),Single Row,TS_Tactile Tiles-600 (t),,,,,Single Row,,,General External Work item
Site,,,TS_PWD,,,,,,,,General External Work item
Generic Models,TS_Service Duct,Service Duct Box-up,TS_Service Duct,,,,,Service Duct Box-up,,,Generic Model (MISC)
Generic Models,,,TS_L3 Headroom Clearance,,,,,,,,Generic Model (MISC)
Generic Models,,,TS_L4 Headroom Clearance,,,,,,,,Generic Model (MISC)
Generic Models,TS_Feature Frame (East),TS_Feature Frame (East),TS_Feature Frame (East),,,,,TS_Feature Frame (East),,,Generic Model (MISC)
Generic Models,,,TS_Depression Component,,,,,,,,Generic Model (MISC)
Generic Models,TS_Feature Frame (North),TS_Feature Frame (North),TS_Feature Frame (North),,,,,TS_Feature Frame (North),,,Generic Model (MISC)
Generic Models,TS_Feature Frame (West 2),TS_Feature Frame (West 2),TS_Feature Frame (West 2),,,,,TS_Feature Frame (West 2),,,Generic Model (MISC)
Generic Models,TS_Feature Frame (South),TS_Feature Frame (South),TS_Feature Frame (South),,,,,TS_Feature Frame (South),,,Generic Model (MISC)
Doors,TS_RS1,RS1,TS_RS1,23-17 11 10,,"Door : Roller Shutter, Hot Dipped Galvanized Steel With Pre-Coated Paint",MCR03-01-01-,RS1,,,"General Door Item (including Gate, Roller Shutter)"
Doors,TS_MDV1,MDV1,TS_MDV1,,,"Door : Swing Door, Hot Dipped Galvanized Steel With Spray Paint",MCR03-01-01-,MDV1,,,"General Door Item (including Gate, Roller Shutter)"
Doors,TS_MD3,MD3,TS_MD3,,,"Door : Swing Door, Hot Dipped Galvanized Steel With Spray Paint",MCR03-01-01-,MD3,,,"General Door Item (including Gate, Roller Shutter)"
Doors,TS_RS2,RS2,TS_RS2,23-17 11 10,,"Door : Roller Shutter, Hot Dipped Galvanized Steel With Pre-Coated Paint",MCR03-01-01-,RS2,,,"General Door Item (including Gate, Roller Shutter)"
Doors,TS_MD2,MD2,TS_MD2,,,"Door : Swing Door, Hot Dipped Galvanized Steel With Spray Paint",MCR03-01-01-,MD2,,,"General Door Item (including Gate, Roller Shutter)"
Doors,TS_FD2,FD2,TS_FD2,,,"Door : Swing Door, Hot Dipped Galvanized Steel With Spray Paint",MCR03-01-01-,FD2,,,"General Door Item (including Gate, Roller Shutter)"
Doors,TS_FDV1d,FDV1d,TS_FDV1d,,,"Door : Swing Door, Hot Dipped Galvanized Steel With Spray Paint",MCR03-01-01-,FDV1d,,,"General Door Item (including Gate, Roller Shutter)"
Doors,TS_FD3,FD3,TS_FD3,,,"Door : Swing Door, Hot Dipped Galvanized Steel With Spray Paint",MCR03-01-01-,FD3,,,"General Door Item (including Gate, Roller Shutter)"
Doors,TS_FDV2A,FDV2A,TS_FDV2A,,,"Door : Swing Door, Hot Dipped Galvanized Steel With Spray Paint",MCR03-01-01-,FDV2A,,,"General Door Item (including Gate, Roller Shutter)"
Doors,TS_FD2A,FD2A,TS_FD2A,,,"Door : Swing Door, Hot Dipped Galvanized Steel With Spray Paint",MCR03-01-01-,FD2A,,,"General Door Item (including Gate, Roller Shutter)"
Doors,,,TS_Fire Lift Signage,,,,,,,,General Signage item
Doors,,,TS_Handicap Logo,,,,,,,,"General Door Item (including Gate, Roller Shutter)"
Doors,TS_Fire Lift Door-(Opt1),Fire Lift Door,TS_Fire Lift Door Jamb,,,,,TS_Fire Lift Door Jamb,,,"General Door Item (including Gate, Roller Shutter)"
Doors,TS_Fire Lift Door-(Opt1),Fire Lift Door,TS_Fire Lift Door-(Opt1),,,Door : Fire Lift Door,,Fire Lift Door,,,"General Door Item (including Gate, Roller Shutter)"
Doors,,,TS_Passenger Lift Signage,,,,,,,,General Signage item
Doors,TS_Passenger Lift Door-(Opt1),TS_Passenger Lift Signage [77781817],TS_Fire Lift Door Jamb,,,,,TS_Fire Lift Door Jamb,,,"General Door Item (including Gate, Roller Shutter)"
Doors,TS_Passenger Lift Door-(Opt1),Passenger Lift Door,TS_Passenger Lift Door-(Opt1),,,Door : Fire Lift Door,,Passenger Lift Door,,,"General Door Item (including Gate, Roller Shutter)"
Doors,TS_FDV1,FDV1,TS_FDV1,,,"Door : Swing Door, Hot Dipped Galvanized Steel With Spray Paint",MCR03-01-01-,FDV1,,,"General Door Item (including Gate, Roller Shutter)"
Doors,TS_MDL1,MDL1,TS_MDL1,,,"Door : Swing Door, Hot Dipped Galvanized Steel With Spray Paint",MCR03-01-01-,MDL1,,,"General Door Item (including Gate, Roller Shutter)"
Doors,TS_BD1,BD1,TS_BD1,,,"Door : Bi-Fold Door, Acrylic",MCR03-01-01-,BD1,,,"General Door Item (including Gate, Roller Shutter)"
Doors,TS_AD (SR),AD (SR),TS_AD (SR),,,"Door : Swing Door, Aluminum Powder Coat",MCR03-01-01-,AD (SR),,,"General Door Item (including Gate, Roller Shutter)"
Doors,TS_FDV1b,FDV1b,TS_FDV1b,,,"Door : Swing Door, Hot Dipped Galvanized Steel With Spray Paint",MCR03-01-01-,FDV1b,,,"General Door Item (including Gate, Roller Shutter)"
Doors,TS_FDV2,FDV2,TS_FDV2,,,"Door : Swing Door, Hot Dipped Galvanized Steel With Spray Paint",MCR03-01-01-,FDV2,,,"General Door Item (including Gate, Roller Shutter)"
Doors,TS_Cargo Lift Door1,LD 2 cargo,TS_Cargo Lift Door1,,,Door : Cargo Lift Door,,LD 2 cargo,,,"General Door Item (including Gate, Roller Shutter)"
Doors,TS_Cargo Lift Door1,LD 1 cargo,TS_Cargo Lift Door1,,,Door : Cargo Lift Door,,LD 1 cargo,,,"General Door Item (including Gate, Roller Shutter)"
Doors,TS_Cargo Lift Door,TS_Cargo Lift 02,TS_Cargo Lift Door,,,,,TS_Cargo Lift 02,,,"General Door Item (including Gate, Roller Shutter)"
Doors,TS_Cargo Lift Door,TS_Cargo Lift 01,TS_Cargo Lift Door,,,,,TS_Cargo Lift 01,,,"General Door Item (including Gate, Roller Shutter)"
Doors,DR-Lift door Al-passenger,LD 3 cargo,DR-Lift door Al-passenger,,,,,LD 3 cargo,,,"General Door Item (including Gate, Roller Shutter)"
Doors,TS_FD1A,FD1A,TS_FD1A,,,"Door : Swing Door, Fire Rated Aluminum Door",MCR03-01-01-,FD1A,,,"General Door Item (including Gate, Roller Shutter)"
Parking,,,TS_Car Park,,,,,,,,Parking
Parking,,,TS_Lorry Park,,,,,,,,Parking
Parking,,,TS_Motorycyle Park,,,,,,,,Parking
Windows,TS_ACW4,TS_ACW4,TS_ACW4,,,WINDOW : Aluminum Frame Casement Glass Window,,TS_ACW4,,,Side-Hung Window
Windows,TS_ATW3,TS_ATW3,TS_ATW3,,,WINDOW : Aluminum Frame Fixed Top Hung Window,,TS_ATW3,,,Top-Hung Window
Windows,TS_ATW4m,TS_ATW4m,TS_ATW4m,,,WINDOW : Aluminum Frame Fixed Top Hung Window,,TS_ATW4m,,,Top-Hung Window
Windows,TS_GLW4,TS_GLW4,TS_GLW4,,,WINDOW : Aluminum Frame Fixed Top Hung Window,,TS_GLW4,,,Top-Hung Window
Windows,TS_ASW6,TS_ASW6,TS_ASW6,,,WINDOW : Aluminum Frame Sliding Glass Window,,TS_ASW6,,,Sliding Window
Windows,TS_ASW7,TS_ASW7,TS_ASW7,,,Aluminum Frame Sliding Glass Window,,TS_ASW7,,,Sliding Window
Windows,TS_GLW3.1,TS_GLW3.1,TS_GLW3.1,,,WINDOW : Aluminum Frame Fixed Top Hung Window,,TS_GLW3.1,,,Top-Hung Window
Windows,TS_GLW2,TS_GLW2,TS_GLW2,,,WINDOW : Aluminum Frame Fixed Top Hung Window,,TS_GLW2,,,Top-Hung Window
Windows,TS_ACW6F1,TS_ACW6F1,TS_ACW6F1,,,WINDOW : Aluminum Frame Casement Glass Window,,TS_ACW6F1,,,Side-Hung Window
Windows,TS_ATW1,TS_ATW1,TS_ATW1,,,Window : Aluminum Frame Fixed Top Hung Window,,TS_ATW1,,,Top-Hung Window
Windows,TS_ACW9,TS_ACW9,TS_ACW9,,,Aluminum Frame Casement Glass Window,,TS_ACW9,,,Side-Hung Window
Windows,TS_ACW6,TS_ACW6,TS_ACW6,,,Aluminum Frame Casement Glass Window,,TS_ACW6,,,Side-Hung Window
Windows,TS_ACW6F3,ACW6F3,TS_ACW6F3,,,WINDOW : Aluminum Frame Casement Glass Window,,ACW6F3,,,Side-Hung Window
Windows,TS_ASW10,TS_ASW10,TS_ASW10,,,WINDOW : Aluminum Frame Sliding Glass Window,,TS_ASW10,,,Sliding Window
Windows,TS_ACW6F2,TS_ACW6F2,TS_ACW6F2,,,WINDOW : Aluminum Frame Casement Glass Window,,TS_ACW6F2,,,Side-Hung Window
Windows,TS_ASW9,TS_ASW9,TS_ASW9,,,WINDOW : Aluminum Frame Sliding Glass Window,,TS_ASW9,,,Sliding Window
Windows,TS_ASW9m,TS_ASW9m,TS_ASW9m,,,WINDOW : Aluminum Frame Sliding Glass Window,,TS_ASW9m,,,Sliding Window
Windows,TS_AL Screen (3320x2000) - Type B,TS_AL Screen (3320x2000) - Type B,TS_AL Screen (3320x2000) - Type B,,,WINDOW : Aluminum Screen,,TS_AL Screen (3320x2000) - Type B,,,General Window Item
Windows,TS_ATW2L,TS_ATW2L,TS_ATW2L,,,WINDOW : Aluminum Frame Fixed Top Hung Window,,TS_ATW2L,,,Top-Hung Window
Windows,TS_ASW10m,TS_ASW10m,TS_ASW10m,,,WINDOW : Aluminum Frame Sliding Glass Window,,TS_ASW10m,,,Sliding Window
Windows,TS_AL Screen (3220x2000) - Type B,TS_AL Screen (3220x2000) - Type B,TS_AL Screen (3220x2000) - Type B,,,WINDOW : Aluminum Screen,,TS_AL Screen (3220x2000) - Type B,,,General Window Item
Windows,TS_ACW9F1,TS_ACW9F1,TS_ACW9F1,,,WINDOW : Aluminum Frame Casement Glass Window,,TS_ACW9F1,,,Side-Hung Window
Windows,TS_AL Screen (2210x2000) - Type A,TS_AL Screen (2210x2000) - Type A,TS_AL Screen (2210x2000) - Type A,,,WINDOW : Aluminum Screen,,TS_AL Screen (2210x2000) - Type A,,,General Window Item
Windows,TS_AL Screen (3300x2000) - Type B,TS_AL Screen (3300x2000) - Type B,TS_AL Screen (3300x2000) - Type B,,,WINDOW : Aluminum Screen,,TS_AL Screen (3300x2000) - Type B,,,General Window Item
Windows,TS_ACW4F1,TS_ACW4F1,TS_ACW4F1,,,WINDOW : Aluminum Frame Casement Glass Window,,TS_ACW4F1,,,Side-Hung Window
Windows,TS_AL Screen (1350x2040) - Type A,TS_AL Screen (1350x2040) - Type A,TS_AL Screen (1350x2040) - Type A,,,WINDOW : Aluminum Screen,,TS_AL Screen (1350x2040) - Type A,,,General Window Item
Windows,TS_AL Screen (1350x2040) - Type A,TS_AL Screen (1070x2000) - Type A,TS_AL Screen (1350x2040) - Type A,,,WINDOW : Aluminum Screen,,TS_AL Screen (1070x2000) - Type A,,,General Window Item
Windows,TS_AL Screen (1070x2040) - Type A,TS_AL Screen (1070x2000) - Type A,TS_AL Screen (1070x2040) - Type A,,,WINDOW : Aluminum Screen,,TS_AL Screen (1070x2000) - Type A,,,General Window Item
Windows,TS_ACW6F4,ACW6F4,TS_ACW6F4,,,WINDOW : Aluminum Frame Casement Glass Window,,ACW6F4,,,Side-Hung Window
Windows,TS_ACW4F2,ACW4F2,TS_ACW4F2,,,WINDOW : Aluminum Frame Casement Glass Window,,ACW4F2,,,Side-Hung Window
Windows,TS_ACW8,TS_ACW8,TS_ACW8,,,WINDOW : Aluminum Frame Casement Glass Window,,TS_ACW8,,,Side-Hung Window
Windows,TS_ACW8F1,TS_ACW8F1,TS_ACW8F1,,,WINDOW : Aluminum Frame Casement Glass Window,,TS_ACW8F1,,,Side-Hung Window
Windows,TS_ACW8F2,TS_ACW8F2,TS_ACW8F2,,,WINDOW : Aluminum Frame Casement Glass Window,,TS_ACW8F2,,,Side-Hung Window
Windows,TS_ACW5mF1,TS_ACW5mF1,TS_ACW5mF1,,,WINDOW : Aluminum Frame Casement Glass Window,,TS_ACW5mF1,,,Side-Hung Window
Windows,TS_ACW7,TS_ACW7,TS_ACW7,,,WINDOW : Aluminum Frame Casement Glass Window,,TS_ACW7,,,Side-Hung Window
Windows,TS_ACW5F2,TS_ACW5F2,TS_ACW5F2,,,WINDOW : Aluminum Frame Casement Glass Window,,TS_ACW5F2,,,Side-Hung Window
Windows,TS_ACW5,TS_ACW5,TS_ACW5,,,WINDOW : Aluminum Frame Casement Glass Window,,TS_ACW5,,,Side-Hung Window
Windows,TS_ACW5m,TS_ACW5m,TS_ACW5m,,,WINDOW : Aluminum Frame Casement Glass Window,,TS_ACW5m,,,Side-Hung Window
Windows,TS_Louver Window - Type D,TS_Louver Window (800x2500) - Type D,TS_Louver Window - Type D,,,WINDOW : Horizontal Louver Blade Window,,TS_Louver Window (800x2500) - Type D,,,Adjustable Louvred Window
Windows,TS_AL Screen (1000x2000) - Type A,TS_AL Screen (1000x2000) - Type A,TS_AL Screen (1000x2000) - Type A,,,WINDOW : Aluminum Screen,,TS_AL Screen (1000x2000) - Type A,,,General Window Item
Windows,TS_Louver Window - Type D,TS_Louver Window (800x2000) - Type D,TS_Louver Window - Type D,,,WINDOW : Horizontal Louver Blade Window,,TS_Louver Window (800x2000) - Type D,,,Adjustable Louvred Window
Windows,TS_ATW5L,TS_ATW5L,TS_ATW5L,,,WINDOW : Aluminum Frame Fixed Top Hung Window,,TS_ATW5L,,,Top-Hung Window
Floors,Floor,TS_150mm Thk. PC Plank Slab + CIS,Floor,,,FLOOR : 150mm Thk. Cast-In-Situ Slab,Grade C40/50,TS_150mm Thk. PC Plank Slab + CIS,TS_CIS Slab,,General Floor item
Floors,Floor,TS_150mm Thk. Bondek Slab,Floor,,,FLOOR : 150mm THK. Slab with Bondek System Decking (Thickness 1.5mm/Grade 550) or Other Equivalent,FF,TS_150mm Thk. Bondek Slab,TS_CIS Slab,,Floor Finish
