"Family","SubFamily","ObjectGroup","ObjectName","ObjectID","Assembly Code","Assembly Description","Description","Type Comments","Type Name","Structural Material","Material"
"Mechanical Equipment","PB_SANI_Ejector Pump_Vertical Discharge_Non-Hosted","SANI","PB_SANI_Ejector Pump_Vertical Discharge_Non-Hosted","[913675]","","","","","SANI","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2548535]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2548538]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[946707]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[946708]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[946773]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[946776]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[946823]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[946824]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2032853]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2032856]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1003228]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1003229]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1026035]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1026038]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1114405]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1114408]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1114893]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1114896]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1343283]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1343284]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1613753]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1613756]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1613783]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1613786]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1621764]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1621765]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1622597]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1622598]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1964485]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1964488]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2069717]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2069720]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2077973]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2077976]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2079491]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2079492]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2079887]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2079888]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2081978]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2081979]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2138655]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2138658]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2138660]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2138663]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2139643]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2139644]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2139645]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2139646]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2184673]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2184676]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2201448]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2201449]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2229817]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2229818]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2238060]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2238061]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2300484]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2300487]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2303422]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2303425]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2310283]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2310286]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2310418]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2310419]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2376171]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2376174]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2381811]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2381814]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2382231]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2382234]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2485224]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2485227]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2490639]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2490642]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2495198]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2495201]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2502740]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2502743]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2536032]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2536035]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2536040]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2536043]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1025791]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1025794]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1879321]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1879324]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1879526]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1879529]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1880045]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1880048]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2014953]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2014956]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2015075]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2015078]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2015215]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2015218]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2082701]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2082704]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2091458]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2091461]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2184699]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2184702]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2380666]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[2380669]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1027237]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1027240]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1030379]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1030380]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1963256]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1963259]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1963566]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1963569]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1963589]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1963592]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1963612]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1963615]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1963809]","","","","","","","",""
"Pipe Fittings","","","M_Tee - PVC - Sch 40","[1963810]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[946711]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[946712]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[946715]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[946716]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[946781]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[946782]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[946827]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[946828]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[946829]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[946830]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[946831]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[946832]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[946835]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[946836]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1142868]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1142869]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1142893]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1142894]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1142925]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1142926]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1143216]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1143217]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1143490]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1143491]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2033110]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2033111]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[946729]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[946730]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[946749]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[946750]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[951915]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[951916]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[951927]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[951928]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[951931]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[951932]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[951945]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[951946]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[951957]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[951958]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[951965]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[951966]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[951969]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[951970]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[951975]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[951976]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952001]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952002]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952053]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952054]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952055]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952056]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952057]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952058]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952061]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952062]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952063]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952064]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952071]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952072]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952567]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952568]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952575]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952576]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952579]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952580]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952703]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952704]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952725]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952726]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952729]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952730]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952733]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952734]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952737]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952738]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952741]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952742]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952807]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952808]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952819]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952820]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952865]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952866]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952887]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952888]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952891]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952892]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952895]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952896]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952899]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952900]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952903]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952904]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952969]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952970]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952981]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[952982]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[953416]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[953417]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[953454]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[953455]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[953472]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[953473]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[959877]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[959878]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[960127]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[960128]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[960262]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[960263]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[960322]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[960323]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[964054]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[964055]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[982854]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[982855]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[982938]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[982939]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[982948]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[982949]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[982956]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[982957]","","","","","","","",""
