"Family","SubFamily","ObjectGroup","ObjectName","ObjectID","Assembly Code","Assembly Description","Description","Type Comments","Type Name","Structural Material","Material"
"Mechanical Equipment","PB_SANI_Ejector Pump_Vertical Discharge_Non-Hosted","SANI","PB_SANI_Ejector Pump_Vertical Discharge_Non-Hosted","[913675]","","","","","SANI","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2209453]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2209456]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2209457]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2209673]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2209674]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2209786]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2209787]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2209790]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2209791]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2209794]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2209795]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2209860]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2209861]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2214089]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2214090]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2214133]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2214134]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2223221]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2223222]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2223279]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2223280]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2223287]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2223288]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2223291]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2223292]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2223711]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2223712]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2223721]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2223722]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2235597]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2235598]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2235922]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2235923]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2237591]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2237592]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2237939]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2237940]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2237942]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2237943]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2241056]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2241057]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2241085]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2241086]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2242092]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2242093]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2242210]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2242211]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2242417]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2242418]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2242838]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2242839]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2243149]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2243150]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2243153]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2243154]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2266545]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2266546]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2298039]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2298040]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2303301]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2303302]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2303333]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2303334]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2303335]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2303336]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2320748]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2320749]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2349405]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2349406]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2363179]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2363180]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2365224]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2365225]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2366786]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2366787]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2366837]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2366838]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2366943]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2366944]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2367101]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2367102]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2368510]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2368511]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2368650]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2368651]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2368654]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2368655]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2368656]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2368657]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2369880]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2369881]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2370167]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2370168]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2371003]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2371004]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2371005]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2371006]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2372367]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2372368]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2372804]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2372805]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2376080]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2376081]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2376167]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2376168]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2376223]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2376224]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2376225]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2376226]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2376382]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2376383]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2376384]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2376385]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2377237]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2377238]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2377801]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2377802]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2378045]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2378046]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2378051]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2378052]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2378055]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2378056]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2378626]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2378627]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2378628]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2378629]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2378888]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2378889]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2398150]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2398151]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2420157]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2420158]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2420611]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2420612]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2465328]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2465329]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2465415]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2465416]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2483399]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2483400]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2484597]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2484598]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2486210]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2486211]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2486915]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2486916]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2489599]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2489600]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2489651]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2489652]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2489653]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2489654]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2491760]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2491761]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2492551]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2492552]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2492666]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2492667]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2493984]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2493985]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2505185]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2505186]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2505192]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2505193]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2506141]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2506142]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2506337]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2506338]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2506500]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2506501]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2506536]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2506537]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2509680]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2509681]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2509723]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2509724]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2510349]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2510350]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2510353]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2510354]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2512329]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2512330]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2512931]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2512932]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2513083]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2513084]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2513389]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2513390]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2515373]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2515374]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2515559]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2515560]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2515752]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2515753]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2523132]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2523133]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2523198]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2523199]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2524865]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2524866]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2532789]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2532791]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2532793]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2532795]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2533166]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2533167]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2537834]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2537835]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2537945]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2537946]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2538246]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2538247]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2538643]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2538644]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2538748]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2538749]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2538753]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2538754]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2538907]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2538908]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2538917]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2538918]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2538919]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2538920]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2540063]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2540064]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2540333]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2540334]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2540467]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2540468]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2540469]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2540470]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2540473]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2540474]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2541323]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2541324]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2541331]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2541332]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2541333]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2541334]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2541337]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2541338]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2541343]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2541344]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2541351]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2541352]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2542018]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2542019]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2542020]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2542021]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2542078]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2542079]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2542086]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2542087]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2542088]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2542089]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2542092]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2542093]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2542098]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2542099]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2542100]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2542101]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2542410]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2542411]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2542412]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2542413]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2543286]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2543287]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2543288]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2543289]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2543292]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2543293]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2543298]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2543299]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2543581]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2543582]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2543788]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2543789]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2543790]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2543791]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2544034]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2544035]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2544118]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2544119]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2544120]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2544121]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2545347]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2545348]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2545454]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2545455]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2545639]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2545640]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2545641]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2545642]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2546023]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2546024]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2546233]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2546234]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2546273]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2546274]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2546277]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2546278]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2546283]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2546284]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2546288]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2546289]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2548487]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2548488]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2549949]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2549950]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2550125]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2550126]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2550147]","","","","","","","",""
