"Family","SubFamily","ObjectGroup","ObjectName","ObjectID","Assembly Code","Assembly Description","Description","Type Comments","Type Name","Structural Material","Material"
"Specialty Equipment","","","Cap plate","[130129]","","","","","","","",""
"Specialty Equipment","","","Cap plate 190","[130236]","","","","","","","",""
"Specialty Equipment","","","Cap plate 210","[130302]","","","","","","","",""
"Specialty Equipment","","","Cap plate 227","[130368]","","","","","","","",""
"Specialty Equipment","","","Cap plate 250","[130434]","","","","","","","",""
"Specialty Equipment","","","Cap plate 271","[130661]","","","","","","","",""
"Specialty Equipment","","","Cap plate 327","[130889]","","","","","","","",""
"Specialty Equipment","","","Cap plate 387","[130979]","","","","","","","",""
"Specialty Equipment","","","Cap plate 411","[131106]","","","","","","","",""
"Specialty Equipment","","","Cap plate 429","[131213]","","","","","","","",""
"Specialty Equipment","","","Cap plate 444","[131440]","","","","","","","",""
"Specialty Equipment","","","Cap plate 478","[131667]","","","","","","","",""
"Specialty Equipment","","","Cap plate 510","[131893]","","","","","","","",""
"Specialty Equipment","","","Cap plate 532","[132205]","","","","","","","",""
"Specialty Equipment","","","Cap plate 554","[132517]","","","","","","","",""
"Specialty Equipment","","","Cap plate 587","[132829]","","","","","","","",""
"Specialty Equipment","","","Cap plate 610","[133249]","","","","","","","",""
"Specialty Equipment","","","Cap plate 640","[133669]","","","","","","","",""
"Specialty Equipment","","","Cap plate 667","[133948]","","","","","","","",""
"Specialty Equipment","","","Bolt assembly","[134227]","","","","","","","",""
"Specialty Equipment","","","NUT","[135809]","","","","","","","",""
"Specialty Equipment","","","NUT 816","[135828]","","","","","","","",""
"Specialty Equipment","","","NUT 950","[135847]","","","","","","","",""
"Specialty Equipment","","","NUT 983","[135866]","","","","","","","",""
"Specialty Equipment","","","NUT 1082","[135885]","","","","","","","",""
"Specialty Equipment","","","NUT 1117","[135904]","","","","","","","",""
"Specialty Equipment","","","NUT 1217","[135923]","","","","","","","",""
"Specialty Equipment","","","NUT 1252","[135942]","","","","","","","",""
"Specialty Equipment","","","NUT 1350","[135961]","","","","","","","",""
"Specialty Equipment","","","NUT 1385","[135980]","","","","","","","",""
"Specialty Equipment","","","NUT 1483","[135999]","","","","","","","",""
"Specialty Equipment","","","NUT 1516","[136018]","","","","","","","",""
"Specialty Equipment","","","Bolt assembly 1609","[136037]","","","","","","","",""
"Specialty Equipment","","","NUT 1623","[137858]","","","","","","","",""
"Specialty Equipment","","","NUT 1656","[137877]","","","","","","","",""
"Specialty Equipment","","","NUT 1744","[137896]","","","","","","","",""
"Specialty Equipment","","","NUT 1778","[137915]","","","","","","","",""
"Specialty Equipment","","","NUT 1861","[137934]","","","","","","","",""
"Specialty Equipment","","","NUT 1893","[137953]","","","","","","","",""
"Specialty Equipment","","","NUT 1979","[137972]","","","","","","","",""
"Specialty Equipment","","","NUT 2012","[137991]","","","","","","","",""
"Specialty Equipment","","","NUT 2097","[138010]","","","","","","","",""
"Specialty Equipment","","","NUT 2130","[138029]","","","","","","","",""
"Specialty Equipment","","","NUT 2224","[138048]","","","","","","","",""
"Specialty Equipment","","","NUT 2255","[138067]","","","","","","","",""
"Specialty Equipment","","","NUT 2325","[138086]","","","","","","","",""
