Family,SubFamily,ObjectGroup,ObjectName,Assembly Code,Assembly Description,Description,Type Comments,Type Name,Structural Material,Material,Prediction
Walls,Basic Wall,LC02(E),Basic Wall [7332952],B2010100,Exterior Wall Construction,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC02(E),100MM THK. ALC PANEL WALL,,
Walls,Basic Wall,LC02(E),Basic Wall [7332953],B2010100,Exterior Wall Construction,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC02(E),100MM THK. ALC PANEL WALL,,
Walls,Basic Wall,LC02,Basic Wall [789677],B2010100,Exterior Wall Construction,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC02,100MM THK. ALC PANEL WALL,,
Walls,Basic Wall,LC02,Basic Wall [789846],B2010100,Exterior Wall Construction,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC02,100MM THK. ALC PANEL WALL,,
Walls,Basic Wall,LC01 (F) @ 15MMTHK FIN,Basic Wall [814006],B2010100,Exterior Wall Construction,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC01 (F) @ 15MMTHK FIN,100MM THK. ALC PANEL WALL,,
Walls,Basic Wall,RC+1P,Basic Wall [919851],B2010100,Exterior Wall Construction,350MM THK RC WALL,MCR17,RC+1P,Concrete - Cast In Situ,,
Walls,Basic Wall,RC,Basic Wall [919855],,,350MM THK RC WALL,MCR17,RC,Concrete - Cast In Situ,,
Walls,Basic Wall,LC01(F),Basic Wall [1100295],,,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC01(F),100MM THK. ALC PANEL WALL,,
Walls,Basic Wall,LC01 (3.1),Basic Wall [5911832],,,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC01 (3.1),100MM THK. ALC PANEL WALL,,
Walls,Basic Wall,LC01+1HR,Basic Wall [3709627],,,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC01+1HR,100MM THK. ALC PANEL WALL,,
Walls,Basic Wall,LC01(F)/1HR,Basic Wall [1100301],,,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC01(F)/1HR,100MM THK. ALC PANEL WALL,,
Walls,Basic Wall,LC01(F)+3KB+1T-300x600 (H),Basic Wall [3766737],B2010,Exterior Walls,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC01(F)+3KB+1T-300x600 (H),100MM THK. ALC PANEL WALL,,
Walls,Basic Wall,LC01+3KB+BT (F) 300x600m-WT1931 (v),Basic Wall [1100306],B2020,Exterior Windows,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC01+3KB+BT (F) 300x600m-WT1931 (v),100MM THK. ALC PANEL WALL,,
Walls,Basic Wall,LC01+3KB+BT (F) 300x600m-WT1931,Basic Wall [5132162],,,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC01+3KB+BT (F) 300x600m-WT1931,100MM THK. ALC PANEL WALL,,
Walls,Basic Wall,LC01+3KB+BT(WT1931),Basic Wall [1100309],,,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC01+3KB+BT(WT1931),100MM THK. ALC PANEL WALL,,
Walls,Basic Wall,LC01+3KB+BT(WT1931),Basic Wall [5174016],,,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC01+3KB+BT(WT1931),100MM THK. ALC PANEL WALL,,
Walls,Basic Wall,LC01+6KB+BT,Basic Wall [1100310],,,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC01+6KB+BT,100MM THK. ALC PANEL WALL,,
Walls,Basic Wall,LC01(F)+3KB+1T-300x600(140),Basic Wall [2454732],,,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC01(F)+3KB+1T-300x600(140),100MM THK. ALC PANEL WALL,,
Walls,Basic Wall,LC01(F)+1HR,Basic Wall [1100341],,,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC01(F)+1HR,100MM THK. ALC PANEL WALL,,
Walls,Basic Wall,WC-12MM,Basic Wall [6488625],C1010100,Fixed Partitions,12MM THK PILASTER,MCR17,WC-12MM,SPLASHBACK-for render,,
Walls,Basic Wall,WC-12MM,Basic Wall [7670161],C1010100,Fixed Partitions,12MM THK PILASTER,MCR17,WC-12MM,SPLASHBACK-for render,,
Walls,Basic Wall,LC01+3KB+1T (V),Basic Wall [1100824],,,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC01+3KB+1T (V),100MM THK. ALC PANEL WALL,,
Walls,Basic Wall,LC01+3KB+1T (V),Basic Wall [2454278],,,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC01+3KB+1T (V),100MM THK. ALC PANEL WALL,,
Walls,Basic Wall,External_AAC_Block_100mm,Basic Wall [1264432],,,RC LEDGE,MCR17,External_AAC_Block_100mm,Masonry - Concrete Blocks,,
Walls,Basic Wall,External_AAC_Block_100mm,Basic Wall [8605788],,,RC LEDGE,MCR17,External_AAC_Block_100mm,Masonry - Concrete Blocks,,
Walls,Basic Wall,LC01(F)+3KB+1T_15MMTHK. (HT ERMOSA SILVER),Basic Wall [1550482],,,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC01(F)+3KB+1T_15MMTHK. (HT ERMOSA SILVER),100MM THK. ALC PANEL WALL,,
Walls,Basic Wall,LC01(F)+3KB+1T-300x600 HT ERMOSA,Basic Wall [1554330],,,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC01(F)+3KB+1T-300x600 HT ERMOSA,100MM THK. ALC PANEL WALL,,
Walls,Basic Wall,Plaster Finish-15thk.,Basic Wall [2039827],,,15MM THK PLASTER AND PAINT FINISHES,MCR17,Plaster Finish-15thk.,Plaster - Nippon Solitude 5035,,
Walls,Basic Wall,Plaster Finish-15thk.,Basic Wall [10279711],,,15MM THK PLASTER AND PAINT FINISHES,MCR17,Plaster Finish-15thk.,Plaster - Nippon Solitude 5035,,
Walls,Basic Wall,Plaster Finish-25thk. 2,Basic Wall [2188400],,,15MM THK PLASTER AND PAINT FINISHES,MCR17,Plaster Finish-25thk. 2,Plaster Finish(1),,
Walls,Basic Wall,LC01(F)+3KB+1T-300x600 HT ERMOSA (v),Basic Wall [2453976],,,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC01(F)+3KB+1T-300x600 HT ERMOSA (v),100MM THK. ALC PANEL WALL,,
Walls,Basic Wall,TILE (HT ERMOSA SILVER),Basic Wall [2651983],,,12MM THK TILES,MCR17,TILE (HT ERMOSA SILVER),<By Category>,,
Walls,Basic Wall,Plaster+Tile-25thk. (HT ERMOSA),Basic Wall [2652790],,,25MM THK TILES FINISHES,MCR17,Plaster+Tile-25thk. (HT ERMOSA),HT-LEA3009,,
Walls,Basic Wall,Plaster+Tile-25thk.,Basic Wall [2654424],,,25MM THK TILES FINISHES,MCR17,Plaster+Tile-25thk.,WT-1931,,
Walls,Basic Wall,Plaster+Tile-25thk.,Basic Wall [7557967],,,25MM THK TILES FINISHES,MCR17,Plaster+Tile-25thk.,WT-1931,,
Walls,Basic Wall,Plaster Finish-25thk.,Basic Wall [2655762],,,15MM THK PLASTER AND PAINT FINISHES,MCR17,Plaster Finish-25thk.,Plaster Finish,,
Walls,Basic Wall,Plaster Finish-25thk.,Basic Wall [2725618],,,15MM THK PLASTER AND PAINT FINISHES,MCR17,Plaster Finish-25thk.,Plaster Finish,,
Walls,Basic Wall,LC01+1P(3.1),Basic Wall [3101885],,,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC01+1P(3.1),100MM THK. ALC PANEL WALL,,
Walls,Basic Wall,LC01+1P(3.1),Basic Wall [3101908],,,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC01+1P(3.1),100MM THK. ALC PANEL WALL,,
Walls,Basic Wall,LC01(F)+1P,Basic Wall [3257961],,,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC01(F)+1P,100MM THK. ALC PANEL WALL,,
Walls,Basic Wall,LC01(25MM-BS),Basic Wall [3333905],,,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC01(25MM-BS),100MM THK. ALC PANEL WALL,,
Walls,Basic Wall,LC01(F)+1P @ 15MM,Basic Wall [3710237],,,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC01(F)+1P @ 15MM,100MM THK. ALC PANEL WALL,,
Walls,Basic Wall,External_AAC_Block_100+150Air+50mm,Basic Wall [5129763],,,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,External_AAC_Block_100+150Air+50mm,Masonry - Concrete Blocks,,
Walls,Basic Wall,Plaster+Tile-15thk. HT-RH2111(Bianco Mat) 600MM (2MM),Basic Wall [5228486],,,100MM(H) TILES SKIRTING,MCR17,Plaster+Tile-15thk. HT-RH2111(Bianco Mat) 600MM (2MM),<By Category>,,
Walls,Basic Wall,Plaster+Tile-15thk. HT-RH2111(Bianco Mat),Basic Wall [5230446],,,15MM THK PLASTER AND PAINT FINISHES,MCR17,Plaster+Tile-15thk. HT-RH2111(Bianco Mat),<By Category>,,
Walls,Basic Wall,LC01+7KB+1T (LOW WALL) (HT ERMOSA),Basic Wall [5329533],,,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC01+7KB+1T (LOW WALL) (HT ERMOSA),<By Category>,,
Walls,Basic Wall,LC01+3KB+BT(HT ERMOSA),Basic Wall [5422667],,,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC01+3KB+BT(HT ERMOSA),100MM THK. ALC PANEL WALL,,
Walls,Basic Wall,Plaster+Tile-25thk.300x600 WT1931,Basic Wall [5556404],,,25MM THK TILES FINISHES,MCR17,Plaster+Tile-25thk.300x600 WT1931,WT-1931,,
Walls,Basic Wall,LC01(F)+3KB+1T-300x600,Basic Wall [5612930],,,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC01(F)+3KB+1T-300x600,100MM THK. ALC PANEL WALL,,
Walls,Basic Wall,Plaster+Tile-15thk. HT-RH2111 600x600(HT TRIBECA GRIGIO),Basic Wall [5689535],,,100MM(H) TILES SKIRTING,MCR17,Plaster+Tile-15thk. HT-RH2111 600x600(HT TRIBECA GRIGIO),<By Category>,,
Walls,Basic Wall,Plaster+Tile-15thk. HT-RH2111(Bianco Mat) 300MM (2MM),Basic Wall [5690179],,,100MM(H) TILES SKIRTING,MCR17,Plaster+Tile-15thk. HT-RH2111(Bianco Mat) 300MM (2MM),<By Category>,,
Walls,Basic Wall,Skirting-HT-TRIBECA GRIGO R10-600MM (2MM) SKIRTING,Basic Wall [5836197],C3010150,Wall Finishes - Tile,100MM(H) TILES SKIRTING,MCR17,Skirting-HT-TRIBECA GRIGO R10-600MM (2MM) SKIRTING,HT-TRIBECA GRIGO R10-600MM (2MM) SKIRTING,,
Walls,Basic Wall,Skirting-HT-TRIBECA GRIGO R10-300x600,Basic Wall [5836153],,,100MM(H) TILES SKIRTING,MCR17,Skirting-HT-TRIBECA GRIGO R10-300x600,HT-TRIBECA GRIGO R10-300x600,,
Walls,Basic Wall,Skirting-HT-TRIBECA GRIGO R10-300x600 (1.5),Basic Wall [6778610],,,100MM(H) TILES SKIRTING,MCR17,Skirting-HT-TRIBECA GRIGO R10-300x600 (1.5),HT-TRIBECA GRIGO R10-300x600(1.5),,
Walls,Basic Wall,LC01+3KB+BT (F),Basic Wall [6811745],,,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC01+3KB+BT (F),100MM THK. ALC PANEL WALL,,
Walls,Basic Wall,LC01+4KB+1T (LOW WALL) WT1931,Basic Wall [6811781],,,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC01+4KB+1T (LOW WALL) WT1931,WT-1931,,
Walls,Basic Wall,External_AAC_Block_100+100Air+50mm,Basic Wall [6969561],,,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,External_AAC_Block_100+100Air+50mm,Masonry - Concrete Blocks,,
Walls,Basic Wall,Skirting-HT-TRIBECA GRIGO R10-300MM (2MM) SKIRTING,Basic Wall [7863915],,,100MM(H) TILES SKIRTING,MCR17,Skirting-HT-TRIBECA GRIGO R10-300MM (2MM) SKIRTING,HT-TRIBECA GRIGO R10-300MM (2mm),,
Walls,Basic Wall,External_Masonry_Block_300mm (Entrance Signage) - Cyan,Basic Wall [7413195],,,3MM THK ALUM. BOX UP BASE IN SPRAY PAINTED FINISH,MCR17,External_Masonry_Block_300mm (Entrance Signage) - Cyan,Wall_BlockMasonry,,
Walls,Basic Wall,LC01(F)+3KB+1T (Add'l finish),Basic Wall [7569770],,,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC01(F)+3KB+1T (Add'l finish),100MM THK. ALC PANEL WALL,,
Walls,Basic Wall,LC01(F)+3KB+1T,Basic Wall [7570701],,,600MMX100MMX200MM(H) AAC BLOCK WALL,MCR17,LC01(F)+3KB+1T,100MM THK. ALC PANEL WALL,,
Walls,Basic Wall,External_RC_200mm,Basic Wall [7580926],,,200MM THK RC WALL,MCR17,External_RC_200mm,Wall_Concrete,,
Walls,Basic Wall,Plaster+Tile-25thk.300x600 WT1931 2,Basic Wall [8994979],,,100MM(H) TILES SKIRTING,MCR17,Plaster+Tile-25thk.300x600 WT1931 2,WT-1931(v)(4),,
Walls,Basic Wall,WC-24MM,Basic Wall [9402466],C1010200,Demountable Partitions,18MM HANGING PARTITION PANEL,MCR17,WC-24MM,ADA_White,,
Walls,Curtain Wall,GlassBlock,System Panel [810806],,,,,Glazed,,Glass - Frosted,
Walls,Curtain Wall,GlassBlock,Curtain Wall [810805],B2010148,Ext. Wall - Glass Block,190(L)MMX190(H)MMX95(W)MM GLASS BLOCK,MCR17,GlassBlock,<By Category>,,
Walls,Curtain Wall,GlassBlock,System Panel [1948577],,,,,Glazed,,Glass - Frosted,
Walls,Curtain Wall,GlassBlock,Curtain Wall [1948576],B2010148,Ext. Wall - Glass Block,190(L)MMX190(H)MMX95(W)MM GLASS BLOCK,MCR17,GlassBlock,<By Category>,,
Walls,Curtain Wall,GlassBlock,System Panel [2629538],,,,,Glazed,,Glass - Frosted,
Walls,Curtain Wall,GlassBlock,Curtain Wall [2629477],B2010148,Ext. Wall - Glass Block,190(L)MMX190(H)MMX95(W)MM GLASS BLOCK,MCR17,GlassBlock,<By Category>,,
Walls,Curtain Wall,GlassBlock,System Panel [2629579],,,,,Glazed,,Glass - Frosted,
Walls,Curtain Wall,Metal Facade - Blue,CurtainPanel [6983299],,,,,AluminiumPanel - Blue,,,
Walls,Curtain Wall,Metal Facade - Blue,Rectangular Mullion [6983300],,,,,Rectangular_Mullion_Top_Right-PF,,Metal - Steel(Navy Blue),
Walls,Curtain Wall,Metal Facade - Blue,CurtainPanel [6983446],,,,,AluminiumPanel - Blue,,,
Walls,Curtain Wall,Metal Facade - Blue,Rectangular Mullion [6983447],,,,,Rectangular_Mullion_Top_Right-PF,,Metal - Steel(Navy Blue),
Walls,Curtain Wall,Metal Facade - Blue,Curtain Wall [6983298],,,0.54MM THK COLORBOND KLIPLOK HI-TEN 406 AS FASCIA,MCR17,Metal Facade - Blue,<By Category>,,
Walls,Curtain Wall,Metal Facade - Blue,CurtainPanel [6983459],,,,,AluminiumPanel - Blue,,,
Walls,Curtain Wall,Metal Facade - Blue,Rectangular Mullion [6983460],,,,,Rectangular_Mullion_Top_Right-PF,,Metal - Steel(Navy Blue),
Walls,Curtain Wall,Metal Facade - Blue,Rectangular Mullion [6983468],,,,,Rectangular_Mullion_Center- PF,,Metal - Steel(Navy Blue),
Walls,Curtain Wall,Metal Facade - Blue,Curtain Wall [6983458],,,0.54MM THK COLORBOND KLIPLOK HI-TEN 406 AS FASCIA,MCR17,Metal Facade - Blue,<By Category>,,
Walls,Curtain Wall,Metal Facade - Blue,CurtainPanel [6983470],,,,,AluminiumPanel - Blue,,,
Walls,Curtain Wall,Metal Facade - Blue - Klip Lok,System Panel [6983307],,,,,Glazed,,Glass - Frosted,
Walls,Curtain Wall,Metal Facade - Blue - Klip Lok,Rectangular Mullion [6983328],,,,,Rectangular_Mullion_Top_Right-PF,,Metal - Steel(Navy Blue),
Walls,Curtain Wall,Metal Facade - Blue - Klip Lok,System Panel [6983349],,,,,Glazed,,Glass - Frosted,
Walls,Curtain Wall,Metal Facade - Blue - Klip Lok,Rectangular Mullion [6983350],,,,,Rectangular_Mullion_Bottom_Left-PF,,Metal - Steel(Navy Blue),
Walls,Curtain Wall,Metal Facade - Blue - Klip Lok,Curtain Wall [6983304],,,0.54MM THK COLORBOND KLIPLOK HI-TEN 406 AS FASCIA,MCR17,Metal Facade - Blue - Klip Lok,<By Category>,,
Doors,ALUMINUM DOOR AD3-AD4,AD2 (1300x1500),ALUMINUM DOOR AD3-AD4 [4284424],B2030200,Solid Exterior Doors,Heavy duty aluminum door in powder coated finish,MCR03,AD2 (1300x1500),,Steel,
Doors,DOUBLE LOUVER INSERT SWING DOOR,2800 x2750 - AD1,DOUBLE LOUVER INSERT SWING DOOR [1776401],,,Heavy duty aluminum frame aluminum louver door in powder coated finish,MCR03,2800 x2750 - AD1,,,
Doors,QUADRUPLE LOUVER INSERT SWING DOOR,AD3 (1900x2900),QUADRUPLE LOUVER INSERT SWING DOOR [801998],,,Heavy duty aluminum frame aluminum louver door in powder coated finish,MCR03,AD3 (1900x2900),,,
Doors,BCA_Dr-Resi_2Leaf,MD9 (1500x2200),BCA_Dr-Resi_2Leaf [1100319],,,1HR fire-rated metal frame metal door in spray paint finish,MCR03,MD9 (1500x2200),,,
Doors,BCA_Dr-NonResi_1Leaf1Swing,MD8 (900x2200),BCA_Dr-NonResi_1Leaf1Swing [1100321],,,Metal frame metal door w/ bottom louver in spray paint finish,MCR03,MD8 (900x2200),,,
Doors,BCA_Dr-NonResi_1Leaf1Swings ASS,MD4 (1050x2200),BCA_Dr-NonResi_1Leaf1Swings ASS [1100322],,,Metal frame metal door w/ bottom louver in spray paint finish with horizontal pull bar & vertical pull handle,MCR03,MD4 (1050x2200),,,
Doors,POC_Timber Door_Unequal Leaf(rend),MD10 (1500x2200),POC_Timber Door_Unequal Leaf(rend) [1100325],,,Metal frame metal door w/ vision panel in spray paint finish,MCR03,MD10 (1500x2200),,FS1028 Granite Grey PVDF,
Doors,RKD-IDR_Cubicle Door Placeholder_WC,600x1900mm,RKD-IDR_Cubicle Door Placeholder_WC [1100659],,,Internal Single Door,MCR03,600x1900mm,,,
Doors,RKD-IDR_Cubicle Door Placeholder_WC,600x1900mm,RKD-IDR_Cubicle Door Placeholder_WC [1100660],,,Internal Single Door,MCR03,600x1900mm,,,
Doors,RKD-IDR_Cubicle Door Placeholder_WC,600x1900mm,RKD-IDR_Cubicle Door Placeholder_WC [1100661],,,Internal Single Door,MCR03,600x1900mm,,,
Doors,RKD-IDR_Cubicle Door Placeholder_WC,600x1900mm,RKD-IDR_Cubicle Door Placeholder_WC [1100662],,,Internal Single Door,MCR03,600x1900mm,,,
Doors,RKD-IDR_Cubicle Door Placeholder_WC,600x1900mm,RKD-IDR_Cubicle Door Placeholder_WC [1100663],,,Internal Single Door,MCR03,600x1900mm,,,
Doors,RKD-IDR_Cubicle Door Placeholder_WC,600x1900mm,RKD-IDR_Cubicle Door Placeholder_WC [1100664],,,Internal Single Door,MCR03,600x1900mm,,,
Doors,RKD-IDR_Cubicle Door Placeholder_WC,600x1900mm,RKD-IDR_Cubicle Door Placeholder_WC [2957429],,,Internal Single Door,MCR03,600x1900mm,,,
Doors,RKD-IDR_Cubicle Door Placeholder_WC,600x1900mm,RKD-IDR_Cubicle Door Placeholder_WC [2957489],,,Internal Single Door,MCR03,600x1900mm,,,
Doors,POC_Timber Door_Unequal Leaf,MD10 (1500x2200),POC_Timber Door_Unequal Leaf [1108545],,,Metal frame metal door w/ vision panel in spray paint finish,MCR03,MD10 (1500x2200),,FS1028 Granite Grey PVDF,
Doors,POC_Timber Door_Unequal Leaf,MD10 (1500x2200) WITHOUT VISION PANEL,POC_Timber Door_Unequal Leaf [1708264],,,Metal frame metal door w/ vision panel in spray paint finish,MCR03,MD10 (1500x2200) WITHOUT VISION PANEL,,FS1028 Granite Grey PVDF,
Doors,POC_Timber Door_Unequal Leaf,MD10 (1500x2200) WITHOUT VISION PANEL,POC_Timber Door_Unequal Leaf [1962074],,,Metal frame metal door w/ vision panel in spray paint finish,MCR03,MD10 (1500x2200) WITHOUT VISION PANEL,,FS1028 Granite Grey PVDF,
Doors,D12,MD3 (900X2200) 2,D12 [1575136],,,MALE & FEMALT TOILET,MCR03,MD3 (900X2200) 2,,,
Doors,D12,MD3 (900X2200) 2,D12 [5824667],,,MALE & FEMALT TOILET,MCR03,MD3 (900X2200) 2,,,
Doors,BCA_SWING DOOR_VISION PANEL INSERT SWING DOOR1,1WaySwing_1000,BCA_SWING DOOR_VISION PANEL INSERT SWING DOOR1 [1737345],,,METAL FRAME METAL DOOR W/VISION PANEL IN SPRAY PAINT FINISH,MCR03,1WaySwing_1000,,,
Doors,Steel Door_Single Leaf,AD5 (1100X2100),Steel Door_Single Leaf [1943421],,,Heavy duty aluminum door in powder coated finish,MCR03,AD5 (1100X2100),,Steel,
Doors,Steel Door_Single Leaf,AD5 (1100X2100),Steel Door_Single Leaf [4263237],,,Heavy duty aluminum door in powder coated finish,MCR03,AD5 (1100X2100),,Steel,
Doors,POC_Roller Shutter,RS1 (4000X3200),POC_Roller Shutter [3772685],23-17 11 13 25 11,,1HR FIRE RATED GRILLE SHUTTER (MOTORISED),MCR03,RS1 (4000X3200),,,
Doors,Steel Door_Double Leaf,MD1 (2000x2400),Steel Door_Double Leaf [3829114],,,Soundproofing metal acoustic door,MCR03,MD1 (2000x2400),,Steel,
Doors,BCA_Dr-NonResi_2Sized1Leaf1Swing,MD11 (1050x2100),BCA_Dr-NonResi_2Sized1Leaf1Swing [5526541],,,1/2HR fire-rated metal frame metal door in spray paint finish,MCR03,MD11 (1050x2100),,,
Doors,BCA_Dr-NonResi_2Sized1Leaf1Swing,MD12 (1050x2100),BCA_Dr-NonResi_2Sized1Leaf1Swing [6811794],,,Metal frame metal door in spray finish,MCR03,MD12 (1050x2100),,,
Doors,BCA_Dr-NonResi_1Leaf1Swing1,MD6 (600x2200)-3,BCA_Dr-NonResi_1Leaf1Swing1 [6554699],,,Metal frame metal door in spray finish,MCR03,MD6 (600x2200)-3,,,
Doors,BCA_Dr-NonResi_1Leaf1Swing1,300X300,BCA_Dr-NonResi_1Leaf1Swing1 [8671598],,,Metal frame metal door in spray finish,MCR03,300X300,,,
Doors,Timber Door Sliding _ Single Leaf with Louver,D420 (1070x2200),Timber Door Sliding _ Single Leaf with Louver [7094900],23-17 11 15 10,,Metal frame metal slidign door in spray paint finish,MCR03,D420 (1070x2200),,,
Floors,Floor,Screeding-50mmthk.,Floor [8588921],C3020100,Floor Toppings & Coatings,50MM THK SCEEDING,MCR04,Screeding-50mmthk.,Floor-Screeding,Floor-Screeding,
Floors,Floor,200 RC SLAB,Floor [8420735],C3020100,Floor Toppings & Coatings,Floor Hardener and Sealer.,MCR04,200 RC SLAB,"Concrete, Cast In Situ",Floor-Screeding,
Floors,Floor,FF-1 (300x600 HT LEA3009)(H),Floor [3342747],C3020430,Flooring - Tile,300X600 HT-LEA 3009,MCR04,FF-1 (300x600 HT LEA3009)(H),Floor-Screeding,HT-LEA3009,
Floors,Floor,GREEN PAVER,Floor [1482961],C,Interiors,EARTH,MCR04,GREEN PAVER,Green Paver,Earth,
Floors,Floor,FF-1 (300x600 HT LEA3009),Floor [9397806],,,300x600MM FLOOR TILE,MCR04,FF-1 (300x600 HT LEA3009),Floor-Screeding,HT-LEA3009,
Floors,Floor,FF-3(HT-TRIBECA GRIGO R10-300x600) 2mm(V),Floor [3339587],,,300x600MM FLOOR TILE,MCR04,FF-3(HT-TRIBECA GRIGO R10-300x600) 2mm(V),Floor-Screeding,HT-TRIBECA GRIGO R10-300x600,
Floors,Floor,FF-1 (300x600 HT LEA3009)(V),Floor [3343646],,,300x600MM FLOOR TILE,MCR04,FF-1 (300x600 HT LEA3009)(V),Floor-Screeding,HT-LEA3009,
Floors,Floor,FF-3(HT-TRIBECA GRIGO R10-300x600),Floor [5310918],,,300x600MM FLOOR TILE,MCR04,FF-3(HT-TRIBECA GRIGO R10-300x600),Floor-Screeding,HT-TRIBECA GRIGO R10-300x600,
Floors,Floor,FF-3(HT-TRIBECA GRIGO R10-300x600),Floor [7215247],,,300x600MM FLOOR TILE,MCR04,FF-3(HT-TRIBECA GRIGO R10-300x600),Floor-Screeding,HT-TRIBECA GRIGO R10-300x600,
Floors,Floor,FF-2 (Screed with Concrete Sealar),Floor [3744798],C3020100,Floor Toppings & Coatings,CONCRETE SEALER,MCR04,FF-2 (Screed with Concrete Sealar),Concrete Sealer,Floor-Screeding,
Floors,Floor,FF-2 (Screed with Concrete Sealar)-80,Floor [7620457],,,CONCRETE SEALER,MCR04,FF-2 (Screed with Concrete Sealar)-80,Concrete Sealer,Floor-Screeding,
Floors,Floor,100 RC SLAB,Floor [5540520],C3020490,Flooring - Other,COUNTER TOP SUPPORT,MCR04,100 RC SLAB,"Concrete, Cast In Situ(2)",Concrete - Cast In Situ,
Floors,Floor,40 S/S PLATE,Floor [5569646],C30,Interior Finishes,LEDGE OUTSIDE SECURITY ROOM,MCR04,40 S/S PLATE,"Concrete, Cast In Situ(3)",Stainless Steel,
Floors,Floor,Tile,Floor [7619462],,,SOLID SURFACE FOR TOILET MAINTENANCE LEDGE,MCR04,Tile,<By Category>,Solid Surface,
Floors,Floor,Flr 200,Floor [6052913],B1010,Floor Construction,APRON SLAB,MCR04,Flr 200,"Concrete, Cast In Situ",Concrete - Cast In Situ,
Floors,Floor,Gravel,Floor [7504126],C3020,Floor Finishes,20-30MM PEBBLES,MCR04,Gravel,Gravel,PEBBLES,
Floors,Floor,Road Marker Yellow,Floor [8544469],C3020100,Floor Toppings & Coatings,THERMOPLASTIC ROAD MARKING,MCR04,Road Marker Yellow,Paint - Accessway Markings,Paint - Road Markings,
Floors,Floor,Steel Deck 2,Floor [9220064],C3020490,Flooring - Other,BWK 50800 EXPANDED MESH,MCR04,Steel Deck 2,"Steel, Galvanized",Steel - Alvarado -  Mesh,
Floors,Floor,Grass (Planting Verge),Floor [9407543],B,Shell,LANDSCAPE,MCR04,Grass (Planting Verge),Grass(Planting Verge),Grass(Planting Verge),
Floors,Floor,Grass (Planting Verge),Floor [9408755],B,Shell,LANDSCAPE,MCR04,Grass (Planting Verge),Grass(Planting Verge),Grass(Planting Verge),
Floors,Floor,150,Floor [9416933],B1010,Floor Construction,FIRE HYDRANT  - SLAB,MCR04,150,"Concrete, Cast In Situ","Concrete, Cast In Situ",
Floors,Floor,250 S/S PLATE 2,Floor [9847254],,,LEDGE OUTSIDE SECURITY ROOM,MCR04,250 S/S PLATE 2,"Concrete, Cast In Situ(3)",Stainless Steel,
Windows,Window 3 panel,W9 (2100x1200),Window 3 panel [820006],B2020110,Windows - Aluminum,1 TIER SLIDING - 3 PANELS,MCR18,W9 (2100x1200),,Aluminum,
Windows,Window 2 Panel,W4 (1850x1200),Window 2 Panel [1874013],,,1 TIER SLIDING - 2 PANELS,MCR18,W4 (1850x1200),,Aluminum,
Windows,Window 2 Panel,W2 (1200x1200),Window 2 Panel [1100455],,,1 TIER SLIDING - 2 PANELS,MCR18,W2 (1200x1200),,Aluminum,
Windows,Window 2 Panel,W2 (1200x1200),Window 2 Panel [1365982],,,1 TIER SLIDING - 2 PANELS,MCR18,W2 (1200x1200),,Aluminum,
Windows,Window 2 Panel,W2 (1200x1200),Window 2 Panel [2954305],,,1 TIER SLIDING - 2 PANELS,MCR18,W2 (1200x1200),,Aluminum,
