"Family","SubFamily","ObjectGroup","ObjectName","ObjectID","Assembly Code","Assembly Description","Description","Type Comments","Type Name","Structural Material","Material"
"Electrical Equipment","ACM_ELEC_DB","DB-SS","ACM_ELEC_DB","[3315249]","","","","","DB-SS","",""
"Lighting Devices","","","ACM_LIGT_MotionSensor_Dome with rod","[3493661]","","","","","","","",""
"Lighting Devices","","","ACM_LIGT_MotionSensor_Dome with rod","[4506703]","","","","","","","",""
"Lighting Devices","","","ACM_LIGT_MotionSensor_Dome","[1271982]","","","","","","","",""
"Lighting Devices","","","ACM_LIGT_MotionSensor_Dome","[1661742]","","","","","","","",""
"Lighting Devices","","","ACM_LIGT_MotionSensor_Dome","[1661743]","","","","","","","",""
"Lighting Devices","","","ACM_LIGT_MotionSensor_Dome","[1661748]","","","","","","","",""
"Lighting Devices","","","ACM_LIGT_MotionSensor_Dome","[1661761]","","","","","","","",""
"Lighting Devices","","","ACM_LIGT_MotionSensor_Dome","[1661790]","","","","","","","",""
"Lighting Devices","","","ACM_LIGT_MotionSensor_Dome","[1661791]","","","","","","","",""
"Lighting Devices","","","ACM_LIGT_MotionSensor_Dome","[1975158]","","","","","","","",""
"Lighting Devices","","","ACM_LIGT_MotionSensor_Dome","[1975474]","","","","","","","",""
"Lighting Devices","","","ACM_LIGT_Metalclad Light Switch","[1960120]","","","","","","","",""
"Lighting Devices","","","ACM_LIGT_Lighting Switch","[1272014]","","","","","","","",""
"Lighting Devices","","","ACM_LIGT_Lighting Switch","[1615996]","","","","","","","",""
"Lighting Devices","","","ACM_LIGT_Lighting Switch","[1616001]","","","","","","","",""
"Lighting Devices","","","ACM_LIGT_Lighting Switch","[3831225]","","","","","","","",""
"Lighting Devices","1G 1WAY(MC)","1-Way (1 Gang)","1G 1WAY(MC)","[4166779]","","","","","1-Way (1 Gang)","",""
"Lighting Devices","1G 1WAY(MC)","1-Way (1 Gang)","1G 1WAY(MC)","[4166891]","","","","","1-Way (1 Gang)","",""
"Lighting Devices","1G 1WAY(MC)","1-Way (1 Gang)","1G 1WAY(MC)","[4279252]","","","","","1-Way (1 Gang)","",""
"Lighting Devices","1G 1WAY(MC)","1-Way (1 Gang)","1G 1WAY(MC)","[4292388]","","","","","1-Way (1 Gang)","",""
"Lighting Devices","1G 1WAY(MC)","1-Way (1 Gang)","1G 1WAY(MC)","[4292390]","","","","","1-Way (1 Gang)","",""
"Lighting Devices","1G 1WAY(MC)","1-Way (1 Gang)","1G 1WAY(MC)","[4292392]","","","","","1-Way (1 Gang)","",""
"Lighting Devices","1G 1WAY(MC)","1-Way (1 Gang)","1G 1WAY(MC)","[4292488]","","","","","1-Way (1 Gang)","",""
"Lighting Devices","1G 1WAY(MC)","1-Way (1 Gang)","1G 1WAY(MC)","[4292490]","","","","","1-Way (1 Gang)","",""
"Lighting Devices","1G 1WAY(MC)","1-Way (1 Gang)","1G 1WAY(MC)","[4292520]","","","","","1-Way (1 Gang)","",""
"Lighting Devices","1G 1WAY(MC)","1-Way (1 Gang)","1G 1WAY(MC)","[4292522]","","","","","1-Way (1 Gang)","",""
"Lighting Devices","1G 1WAY(MC)","1-Way (1 Gang)","1G 1WAY(MC)","[4317270]","","","","","1-Way (1 Gang)","",""
"Lighting Devices","1G 1WAY(MC)","1-Way (1 Gang)","1G 1WAY(MC)","[4317316]","","","","","1-Way (1 Gang)","",""
"Lighting Devices","1G 1WAY(MC)","1-Way (1 Gang)","1G 1WAY(MC)","[4322251]","","","","","1-Way (1 Gang)","",""
"Lighting Devices","1G 1WAY(MC)","1-Way (1 Gang)","1G 1WAY(MC)","[4322298]","","","","","1-Way (1 Gang)","",""
"Lighting Devices","1G 1WAY(MC)","1-Way (1 Gang)","1G 1WAY(MC)","[4343567]","","","","","1-Way (1 Gang)","",""
"Electrical Equipment","ACM_ELEC_DB","EDB-2-COMM","ACM_ELEC_DB","[2063989]","","","","","EDB-2-COMM","",""
"Electrical Equipment","ACM_ELEC_DB","DB-2-L2","ACM_ELEC_DB","[3806284]","","","","","DB-2-L2","",""
"Electrical Equipment","ACM_ELEC_DB","DB-2-P2","ACM_ELEC_DB","[3806285]","","","","","DB-2-P2","",""
"Electrical Equipment","ACM_ELEC_DB","EDB-2-P2","ACM_ELEC_DB","[3806286]","","","","","EDB-2-P2","",""
"Electrical Equipment","ACM_ELEC_DB","EDB-2-L2","ACM_ELEC_DB","[3806287]","","","","","EDB-2-L2","",""
"Electrical Equipment","ACM_ELEC_DB","DB-2-L1","ACM_ELEC_DB","[3812646]","","","","","DB-2-L1","",""
"Electrical Equipment","ACM_ELEC_DB","DB-2-P1","ACM_ELEC_DB","[3812647]","","","","","DB-2-P1","",""
"Electrical Equipment","ACM_ELEC_DB","EDB-2-P1","ACM_ELEC_DB","[3812648]","","","","","EDB-2-P1","",""
"Electrical Equipment","ACM_ELEC_DB","EDB-2-L1","ACM_ELEC_DB","[3812649]","","","","","EDB-2-L1","",""
"Lighting Fixtures","WT188C LED40 NW L1200 PSD(Wall Mount)","1x34W LED Batten(W/P)","WT188C LED40 NW L1200 PSD(Wall Mount)","[4245844]","","","","","1x34W LED Batten(W/P)","",""
"Lighting Fixtures","WT188C LED40 NW L1200 PSD(Wall Mount)","1x34W LED Batten(W/P)","WT188C LED40 NW L1200 PSD(Wall Mount)","[4252110]","","","","","1x34W LED Batten(W/P)","",""
"Lighting Fixtures","WT188C LED40 NW L1200 PSD(Wall Mount)","1x34W LED Batten(W/P)","WT188C LED40 NW L1200 PSD(Wall Mount)","[4253008]","","","","","1x34W LED Batten(W/P)","",""
"Lighting Fixtures","WT188C LED40 NW L1200 PSD(Wall Mount)","1x34W LED Batten(W/P)","WT188C LED40 NW L1200 PSD(Wall Mount)","[4255103]","","","","","1x34W LED Batten(W/P)","",""
"Lighting Fixtures","WT188C LED40 NW L1200 PSD(Wall Mount)","1x34W LED Batten(W/P)","WT188C LED40 NW L1200 PSD(Wall Mount)","[4343272]","","","","","1x34W LED Batten(W/P)","",""
"Lighting Fixtures","ACM_LIGT_Emergency Wall Light","Weather Proof","ACM_LIGT_Emergency Wall Light","[1204637]","","","","","Weather Proof","","Metal - Paint Finish - Ivory, Glossy"
"Lighting Fixtures","ACM_LIGT_Emergency Wall Light","Weather Proof","ACM_LIGT_Emergency Wall Light","[1204900]","","","","","Weather Proof","","Metal - Paint Finish - Ivory, Glossy"
"Lighting Fixtures","ACM_LIGT_Emergency Wall Light","Weather Proof","ACM_LIGT_Emergency Wall Light","[1204908]","","","","","Weather Proof","","Metal - Paint Finish - Ivory, Glossy"
"Lighting Fixtures","ACM_LIGT_Emergency Wall Light","Weather Proof","ACM_LIGT_Emergency Wall Light","[1204916]","","","","","Weather Proof","","Metal - Paint Finish - Ivory, Glossy"
"Lighting Fixtures","ACM_LIGT_Emergency Wall Light","Weather Proof","ACM_LIGT_Emergency Wall Light","[1204991]","","","","","Weather Proof","","Metal - Paint Finish - Ivory, Glossy"
"Lighting Fixtures","ACM_LIGT_Emergency Wall Light","Weather Proof","ACM_LIGT_Emergency Wall Light","[1204999]","","","","","Weather Proof","","Metal - Paint Finish - Ivory, Glossy"
"Lighting Fixtures","ACM_LIGT_Emergency Wall Light","Weather Proof","ACM_LIGT_Emergency Wall Light","[1205007]","","","","","Weather Proof","","Metal - Paint Finish - Ivory, Glossy"
"Lighting Fixtures","ACM_LIGT_Emergency Wall Light","Weather Proof","ACM_LIGT_Emergency Wall Light","[1272075]","","","","","Weather Proof","","Metal - Paint Finish - Ivory, Glossy"
"Lighting Fixtures","ACM_LIGT_Emergency Wall Light","Weather Proof","ACM_LIGT_Emergency Wall Light","[1703805]","","","","","Weather Proof","","Metal - Paint Finish - Ivory, Glossy"
"Lighting Fixtures","ACM_LIGT_Emergency Wall Light","Weather Proof","ACM_LIGT_Emergency Wall Light","[1703849]","","","","","Weather Proof","","Metal - Paint Finish - Ivory, Glossy"
"Lighting Fixtures","ACM_LIGT_Emergency Wall Light","Weather Proof","ACM_LIGT_Emergency Wall Light","[1703894]","","","","","Weather Proof","","Metal - Paint Finish - Ivory, Glossy"
"Lighting Fixtures","ACM_LIGT_Emergency Wall Light","Weather Proof","ACM_LIGT_Emergency Wall Light","[1703895]","","","","","Weather Proof","","Metal - Paint Finish - Ivory, Glossy"
"Lighting Fixtures","ACM_LIGT_Emergency Wall Light","Weather Proof","ACM_LIGT_Emergency Wall Light","[1703896]","","","","","Weather Proof","","Metal - Paint Finish - Ivory, Glossy"
"Lighting Fixtures","ACM_LIGT_Emergency Wall Light","Weather Proof","ACM_LIGT_Emergency Wall Light","[1703897]","","","","","Weather Proof","","Metal - Paint Finish - Ivory, Glossy"
"Lighting Fixtures","ACM_LIGT_Emergency Wall Light","Weather Proof","ACM_LIGT_Emergency Wall Light","[1703916]","","","","","Weather Proof","","Metal - Paint Finish - Ivory, Glossy"
"Lighting Fixtures","ACM_LIGT_Emergency Wall Light","Weather Proof","ACM_LIGT_Emergency Wall Light","[1704034]","","","","","Weather Proof","","Metal - Paint Finish - Ivory, Glossy"
"Lighting Fixtures","ACM_LIGT_Emergency Wall Light","Weather Proof","ACM_LIGT_Emergency Wall Light","[1704217]","","","","","Weather Proof","","Metal - Paint Finish - Ivory, Glossy"
"Lighting Fixtures","ACM_LIGT_Emergency Wall Light","Weather Proof","ACM_LIGT_Emergency Wall Light","[1704329]","","","","","Weather Proof","","Metal - Paint Finish - Ivory, Glossy"
"Lighting Fixtures","ACM_LIGT_Emergency Wall Light","Weather Proof","ACM_LIGT_Emergency Wall Light","[4586789]","","","","","Weather Proof","","Metal - Paint Finish - Ivory, Glossy"
"Lighting Fixtures","ACM_LIGT_LED Linear-Wall Mounted 1200","ACM_1200mm 16W_WP (L3)","ACM_LIGT_LED Linear-Wall Mounted 1200","[1207271]","","","","","ACM_1200mm 16W_WP (L3)","",""
"Lighting Fixtures","ACM_LIGT_LED Linear-Wall Mounted 1200","ACM_1200mm 16W_WP (L3)","ACM_LIGT_LED Linear-Wall Mounted 1200","[1207491]","","","","","ACM_1200mm 16W_WP (L3)","",""
"Lighting Fixtures","ACM_LIGT_LED Linear-Wall Mounted 1200","ACM_1200mm 16W_WP (L3)","ACM_LIGT_LED Linear-Wall Mounted 1200","[1207571]","","","","","ACM_1200mm 16W_WP (L3)","",""
"Lighting Fixtures","ACM_LIGT_LED Linear-Wall Mounted 1200","ACM_1200mm 16W_WP (L3)","ACM_LIGT_LED Linear-Wall Mounted 1200","[1645059]","","","","","ACM_1200mm 16W_WP (L3)","",""
"Lighting Fixtures","ACM_LIGT_LED Linear-Wall Mounted 1200","ACM_1200mm 16W_WP (L3)","ACM_LIGT_LED Linear-Wall Mounted 1200","[1645081]","","","","","ACM_1200mm 16W_WP (L3)","",""
"Lighting Fixtures","ACM_LIGT_LED Linear-Wall Mounted 1200","ACM_1200mm 16W_WP (L3)","ACM_LIGT_LED Linear-Wall Mounted 1200","[4509016]","","","","","ACM_1200mm 16W_WP (L3)","",""
"Lighting Fixtures","ACM_LIGT_LED Linear-Wall Mounted 1200","ACM_1200mm 16W_WP (L3)","ACM_LIGT_LED Linear-Wall Mounted 1200","[4509145]","","","","","ACM_1200mm 16W_WP (L3)","",""
"Lighting Fixtures","ACM_LIGT_LED Linear-Wall Mounted 1200","ACM_1200mm 16W_WP (L3)","ACM_LIGT_LED Linear-Wall Mounted 1200","[4509233]","","","","","ACM_1200mm 16W_WP (L3)","",""
"Lighting Fixtures","ACM_LIGT_LED Linear-Wall Mounted 1200","ACM_1200mm 16W_WP (L3)","ACM_LIGT_LED Linear-Wall Mounted 1200","[4509321]","","","","","ACM_1200mm 16W_WP (L3)","",""
"Lighting Fixtures","ACM_LIGT_LED Linear-Wall Mounted 1200","ACM_1200mm 16W_WP (L3)","ACM_LIGT_LED Linear-Wall Mounted 1200","[4509820]","","","","","ACM_1200mm 16W_WP (L3)","",""
"Lighting Fixtures","ACM_LIGT_LED Linear-Wall Mounted 1200","ACM_1200mm 16W_WP (L3)","ACM_LIGT_LED Linear-Wall Mounted 1200","[4509830]","","","","","ACM_1200mm 16W_WP (L3)","",""
"Lighting Fixtures","ACM_LIGT_LED Linear-Wall Mounted 1200","ACM_1200mm 16W_WP (L3)","ACM_LIGT_LED Linear-Wall Mounted 1200","[4509840]","","","","","ACM_1200mm 16W_WP (L3)","",""
"Lighting Fixtures","ACM_LIGT_LED Linear-Wall Mounted 1200","ACM_1200mm 16W_WP (L3)","ACM_LIGT_LED Linear-Wall Mounted 1200","[4510241]","","","","","ACM_1200mm 16W_WP (L3)","",""
"Lighting Fixtures","ACM_LIGT_LED Linear-Wall Mounted 1200","ACM_1200mm 16W_WP (L3)","ACM_LIGT_LED Linear-Wall Mounted 1200","[4510249]","","","","","ACM_1200mm 16W_WP (L3)","",""
"Lighting Fixtures","ACM_LIGT_LED Linear-Wall Mounted 1200","ACM_1200mm 16W_WP (L3)","ACM_LIGT_LED Linear-Wall Mounted 1200","[4510351]","","","","","ACM_1200mm 16W_WP (L3)","",""
"Lighting Fixtures","ACM_LIGT_LED Linear-Wall Mounted 1200","ACM_1200mm 16W_WP (L3)","ACM_LIGT_LED Linear-Wall Mounted 1200","[4510763]","","","","","ACM_1200mm 16W_WP (L3)","",""
"Lighting Fixtures","ACM_LIGT_LED Linear-Wall Mounted 1200","ACM_1200mm 16W_WP (L3)","ACM_LIGT_LED Linear-Wall Mounted 1200","[4510917]","","","","","ACM_1200mm 16W_WP (L3)","",""
"Lighting Fixtures","ACM_LIGT_LED Linear-Wall Mounted 1200","ACM_1200mm 16W_WP (L3)","ACM_LIGT_LED Linear-Wall Mounted 1200","[4511206]","","","","","ACM_1200mm 16W_WP (L3)","",""
"Lighting Fixtures","ACM_LIGT_LED Linear-Wall Mounted 1200","ACM_1200mm 16W_WP (L3)","ACM_LIGT_LED Linear-Wall Mounted 1200","[4511214]","","","","","ACM_1200mm 16W_WP (L3)","",""
"Lighting Fixtures","ACM_LIGT_LED Linear-Wall Mounted 1200","ACM_1200mm 16W_WP (L3)","ACM_LIGT_LED Linear-Wall Mounted 1200","[4511309]","","","","","ACM_1200mm 16W_WP (L3)","",""
"Lighting Fixtures","ACM_LIGT_LED Linear-Wall Mounted 1200","ACM_1200mm 34W_WP EB (L1)","ACM_LIGT_LED Linear-Wall Mounted 1200","[1561755]","","","","","ACM_1200mm 34W_WP EB (L1)","",""
"Lighting Fixtures","ACM_LIGT_LED Linear-Wall Mounted 1200","ACM_1200mm 34W_WP EB (L1)","ACM_LIGT_LED Linear-Wall Mounted 1200","[1561761]","","","","","ACM_1200mm 34W_WP EB (L1)","",""
"Lighting Fixtures","ACM_LIGT_LED Linear-Wall Mounted 1200","ACM_1200mm 34W_WP EB (L1)","ACM_LIGT_LED Linear-Wall Mounted 1200","[1616942]","","","","","ACM_1200mm 34W_WP EB (L1)","",""
"Lighting Fixtures","ACM_LIGT_LED Linear-Wall Mounted 1200","ACM_1200mm 34W_WP EB (L1)","ACM_LIGT_LED Linear-Wall Mounted 1200","[4247384]","","","","","ACM_1200mm 34W_WP EB (L1)","",""
"Lighting Fixtures","ACM_LIGT_LED Linear-Wall Mounted 600","ACM_600mm 16W WP EB (L2)","ACM_LIGT_LED Linear-Wall Mounted 600","[1616946]","","","","","ACM_600mm 16W WP EB (L2)","",""
"Lighting Fixtures","","","ACM_LIGT_Emergency Lighting-Surface Mounted","[1645396]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_Emergency Lighting-Surface Mounted","[1645397]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_Emergency Lighting-Surface Mounted","[1645398]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_Emergency Lighting-Surface Mounted","[3831962]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_Emergency Lighting-Surface Mounted","[3832281]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_Emergency Lighting-Surface Mounted","[3832379]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_Emergency Lighting-Surface Mounted with rod","[1642323]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_Emergency Lighting-Surface Mounted with rod","[1642335]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_Emergency Lighting-Surface Mounted with rod","[1642400]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_Emergency Lighting-Surface Mounted with rod","[1642401]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_Emergency Lighting-Surface Mounted with rod","[1642402]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_Emergency Lighting-Surface Mounted with rod","[1642403]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_Emergency Lighting-Surface Mounted with rod","[1645394]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_Emergency Lighting-Surface Mounted with rod","[1645395]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_Emergency Lighting-Surface Mounted with rod","[1985168]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_Emergency Lighting-Surface Mounted with rod","[3831970]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_Emergency Lighting-Surface Mounted with rod","[4344364]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_Emergency Lighting-Surface Mounted with rod","[4344399]","","","","","","","",""
"Lighting Fixtures","ACM_LIGT_LED Linear Surface Mounted","ACM_1200mm 16W_WP EB  (L3)","ACM_LIGT_LED Linear Surface Mounted","[1561770]","","","","","ACM_1200mm 16W_WP EB  (L3)","",""
"Lighting Fixtures","ACM_LIGT_LED Linear Surface Mounted","ACM_1200mm 16W_WP EB  (L3)","ACM_LIGT_LED Linear Surface Mounted","[1561773]","","","","","ACM_1200mm 16W_WP EB  (L3)","",""
"Lighting Fixtures","","","DL1","[4341571]","","","","","","","",""
"Lighting Fixtures","","","DL1","[4341617]","","","","","","","",""
"Lighting Fixtures","","","DL1","[4341662]","","","","","","","",""
"Lighting Fixtures","","","DL1","[4341746]","","","","","","","",""
"Lighting Fixtures","","","DL1","[4341782]","","","","","","","",""
"Lighting Fixtures","","","DL1","[4341840]","","","","","","","",""
"Lighting Fixtures","","","DL1","[4342141]","","","","","","","",""
"Lighting Fixtures","","","DL1","[4346921]","","","","","","","",""
"Lighting Fixtures","ACM_LIGT_LED Covelight2","ACM_600mm","ACM_LIGT_LED Covelight2","[1780260]","","","","","ACM_600mm","",""
"Lighting Fixtures","ACM_LIGT_LED Covelight2","ACM_1200mm","ACM_LIGT_LED Covelight2","[1780261]","","","","","ACM_1200mm","",""
"Lighting Fixtures","ACM_LIGT_LED Covelight2","ACM_1200mm","ACM_LIGT_LED Covelight2","[1780262]","","","","","ACM_1200mm","",""
"Lighting Fixtures","ACM_LIGT_LED Covelight2","ACM_1200mm","ACM_LIGT_LED Covelight2","[1780263]","","","","","ACM_1200mm","",""
"Lighting Fixtures","ACM_LIGT_LED Covelight2","ACM_1200mm","ACM_LIGT_LED Covelight2","[1780264]","","","","","ACM_1200mm","",""
"Lighting Fixtures","ACM_LIGT_LED Covelight2","ACM_1200mm","ACM_LIGT_LED Covelight2","[1780265]","","","","","ACM_1200mm","",""
"Lighting Fixtures","ACM_LIGT_LED Covelight2","ACM_1200mm","ACM_LIGT_LED Covelight2","[1780266]","","","","","ACM_1200mm","",""
"Lighting Fixtures","","","ACM_LIGT_ExitSignNoArrow","[2498387]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_ExitSignNoArrow","[2498425]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_ExitSignNoArrow","[2498445]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_ExitSignNoArrow","[2498470]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_ExitSignNoArrow","[2498955]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_ExitSignNoArrow","[3831734]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_ExitSignNoArrow","[4508852]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_ExitSignNoArrow","[4586993]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_ExitSignNoArrow","[4587216]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_ExitSignNoArrow","[4587477]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_ExitSignLeft","[2498520]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_ExitSignLeft","[4587011]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_ExitSignLeft","[4587642]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_ExitSignLeft","[4587760]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_ExitSignLeft","[4588029]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_ExitSignLeft","[4588234]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_ExitSignLeft","[4588398]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_ExitSignLeft","[4588615]","","","","","","","",""
"Lighting Fixtures","","","ACM_LIGT_ExitSignRight","[2498495]","","","","","","","",""
"Lighting Fixtures","2x8W Up Down Light","UP DOWN LIGHT","2x8W Up Down Light","[4328808]","","","30W LED LAMP SURFACED MOUNTED WEATHERPROOF FITTING WITH HIGH LIGHT EFFICIENCY AND UNIFORMITY DIFFUSER AND ANTI AGING TRAIT HOUSING","","UP DOWN LIGHT","",""
"Lighting Fixtures","2x8W Up Down Light","UP DOWN LIGHT","2x8W Up Down Light","[4328810]","","","30W LED LAMP SURFACED MOUNTED WEATHERPROOF FITTING WITH HIGH LIGHT EFFICIENCY AND UNIFORMITY DIFFUSER AND ANTI AGING TRAIT HOUSING","","UP DOWN LIGHT","",""
"Lighting Fixtures","2x8W Up Down Light","UP DOWN LIGHT","2x8W Up Down Light","[4328811]","","","30W LED LAMP SURFACED MOUNTED WEATHERPROOF FITTING WITH HIGH LIGHT EFFICIENCY AND UNIFORMITY DIFFUSER AND ANTI AGING TRAIT HOUSING","","UP DOWN LIGHT","",""
"Lighting Fixtures","2x8W Up Down Light","UP DOWN LIGHT","2x8W Up Down Light","[4328812]","","","30W LED LAMP SURFACED MOUNTED WEATHERPROOF FITTING WITH HIGH LIGHT EFFICIENCY AND UNIFORMITY DIFFUSER AND ANTI AGING TRAIT HOUSING","","UP DOWN LIGHT","",""
"Lighting Fixtures","2x8W Up Down Light","UP DOWN LIGHT","2x8W Up Down Light","[4328813]","","","30W LED LAMP SURFACED MOUNTED WEATHERPROOF FITTING WITH HIGH LIGHT EFFICIENCY AND UNIFORMITY DIFFUSER AND ANTI AGING TRAIT HOUSING","","UP DOWN LIGHT","",""
"Lighting Fixtures","2x8W Up Down Light","UP DOWN LIGHT","2x8W Up Down Light","[4328815]","","","30W LED LAMP SURFACED MOUNTED WEATHERPROOF FITTING WITH HIGH LIGHT EFFICIENCY AND UNIFORMITY DIFFUSER AND ANTI AGING TRAIT HOUSING","","UP DOWN LIGHT","",""
"Lighting Fixtures","2x8W Up Down Light","UP DOWN LIGHT","2x8W Up Down Light","[4508565]","","","30W LED LAMP SURFACED MOUNTED WEATHERPROOF FITTING WITH HIGH LIGHT EFFICIENCY AND UNIFORMITY DIFFUSER AND ANTI AGING TRAIT HOUSING","","UP DOWN LIGHT","",""
"Lighting Fixtures","BN398C LED40 PSD(L1)","1x31W LED Batten","BN398C LED40 PSD(L1)","[3888090]","","","","","1x31W LED Batten","",""
