"Family","SubFamily","ObjectGroup","ObjectName","ObjectID","Assembly Code","Assembly Description","Description","Type Comments","Type Name","Structural Material","Material"
"Pipes","","","Pipe Types","[721026]","","","","","","","",""
"Pipes","","","Pipe Types","[721027]","","","","","","","",""
"Pipes","","","Pipe Types","[724932]","","","","","","","",""
"Pipes","","","Pipe Types","[724933]","","","","","","","",""
"Pipes","","","Pipe Types","[724958]","","","","","","","",""
"Pipes","","","Pipe Types","[724959]","","","","","","","",""
"Pipes","","","Pipe Types","[743069]","","","","","","","",""
"Pipes","","","Pipe Types","[743070]","","","","","","","",""
"Pipes","","","Pipe Types","[746099]","","","","","","","",""
"Pipes","","","Pipe Types","[746100]","","","","","","","",""
"Pipes","","","Pipe Types","[746128]","","","","","","","",""
"Pipes","","","Pipe Types","[746129]","","","","","","","",""
"Pipes","","","Pipe Types","[750887]","","","","","","","",""
"Pipes","","","Pipe Types","[750888]","","","","","","","",""
"Pipes","","","Pipe Types","[750890]","","","","","","","",""
"Pipes","","","Pipe Types","[750891]","","","","","","","",""
"Pipes","","","Pipe Types","[750931]","","","","","","","",""
"Pipes","","","Pipe Types","[750932]","","","","","","","",""
"Pipes","","","Pipe Types","[753790]","","","","","","","",""
"Pipes","","","Pipe Types","[753791]","","","","","","","",""
"Pipes","","","Pipe Types","[755935]","","","","","","","",""
"Pipes","","","Pipe Types","[755936]","","","","","","","",""
"Pipes","","","Pipe Types","[756022]","","","","","","","",""
"Pipes","","","Pipe Types","[756023]","","","","","","","",""
"Pipes","","","Pipe Types","[756135]","","","","","","","",""
"Pipes","","","Pipe Types","[756136]","","","","","","","",""
"Pipes","","","Pipe Types","[878811]","","","","","","","",""
"Pipes","","","Pipe Types","[878812]","","","","","","","",""
"Pipes","","","Pipe Types","[878822]","","","","","","","",""
"Pipes","","","Pipe Types","[878823]","","","","","","","",""
"Pipes","","","Pipe Types","[878915]","","","","","","","",""
"Pipes","","","Pipe Types","[878916]","","","","","","","",""
"Pipes","","","Pipe Types","[878999]","","","","","","","",""
"Pipes","","","Pipe Types","[879000]","","","","","","","",""
"Pipes","","","Pipe Types","[879174]","","","","","","","",""
"Pipes","","","Pipe Types","[879175]","","","","","","","",""
"Pipes","","","Pipe Types","[879176]","","","","","","","",""
"Pipes","","","Pipe Types","[879177]","","","","","","","",""
"Pipes","","","Pipe Types","[879543]","","","","","","","",""
"Pipes","","","Pipe Types","[879544]","","","","","","","",""
"Pipes","","","Pipe Types","[886087]","","","","","","","",""
"Pipes","","","Pipe Types","[886088]","","","","","","","",""
"Pipes","","","Pipe Types","[886381]","","","","","","","",""
"Pipes","","","Pipe Types","[886382]","","","","","","","",""
"Pipes","","","Pipe Types","[886428]","","","","","","","",""
"Pipes","","","Pipe Types","[886429]","","","","","","","",""
"Pipes","","","Pipe Types","[886479]","","","","","","","",""
"Pipes","","","Pipe Types","[886480]","","","","","","","",""
"Pipes","","","Pipe Types","[886518]","","","","","","","",""
"Pipes","","","Pipe Types","[886519]","","","","","","","",""
"Pipes","","","Pipe Types","[935857]","","","","","","","",""
"Pipes","","","Pipe Types","[935858]","","","","","","","",""
"Pipes","","","Pipe Types","[936481]","","","","","","","",""
"Pipes","","","Pipe Types","[936482]","","","","","","","",""
"Pipes","","","Pipe Types","[936514]","","","","","","","",""
"Pipes","","","Pipe Types","[936515]","","","","","","","",""
"Pipes","","","Pipe Types","[936632]","","","","","","","",""
"Pipes","","","Pipe Types","[936633]","","","","","","","",""
"Pipes","","","Pipe Types","[936674]","","","","","","","",""
"Pipes","","","Pipe Types","[936675]","","","","","","","",""
"Pipes","","","Pipe Types","[945745]","","","","","","","",""
"Pipes","","","Pipe Types","[945746]","","","","","","","",""
"Pipes","","","Pipe Types","[945747]","","","","","","","",""
"Pipes","","","Pipe Types","[945748]","","","","","","","",""
"Pipes","","","Pipe Types","[945876]","","","","","","","",""
"Pipes","","","Pipe Types","[945877]","","","","","","","",""
"Pipes","","","Pipe Types","[945939]","","","","","","","",""
"Pipes","","","Pipe Types","[945940]","","","","","","","",""
"Pipes","","","Pipe Types","[945981]","","","","","","","",""
"Pipes","","","Pipe Types","[945982]","","","","","","","",""
"Pipes","","","Pipe Types","[946027]","","","","","","","",""
"Pipes","","","Pipe Types","[946028]","","","","","","","",""
"Pipes","","","Pipe Types","[946123]","","","","","","","",""
"Pipes","","","Pipe Types","[946124]","","","","","","","",""
"Pipes","","","Pipe Types","[946298]","","","","","","","",""
"Pipes","","","Pipe Types","[946299]","","","","","","","",""
"Pipes","","","Pipe Types","[946343]","","","","","","","",""
"Pipes","","","Pipe Types","[946344]","","","","","","","",""
"Pipes","","","Pipe Types","[946403]","","","","","","","",""
"Pipes","","","Pipe Types","[946404]","","","","","","","",""
"Pipes","","","Pipe Types","[946405]","","","","","","","",""
"Pipes","","","Pipe Types","[946406]","","","","","","","",""
"Pipes","","","Pipe Types","[946407]","","","","","","","",""
"Pipes","","","Pipe Types","[946408]","","","","","","","",""
"Pipes","","","Pipe Types","[946411]","","","","","","","",""
"Pipes","","","Pipe Types","[946412]","","","","","","","",""
"Pipes","","","Pipe Types","[946415]","","","","","","","",""
"Pipes","","","Pipe Types","[946416]","","","","","","","",""
"Pipes","","","Pipe Types","[946417]","","","","","","","",""
"Pipes","","","Pipe Types","[946418]","","","","","","","",""
"Pipes","","","Pipe Types","[946562]","","","","","","","",""
"Pipes","","","Pipe Types","[946563]","","","","","","","",""
"Pipes","","","Pipe Types","[946899]","","","","","","","",""
"Pipes","","","Pipe Types","[946900]","","","","","","","",""
"Pipes","","","Pipe Types","[946901]","","","","","","","",""
"Pipes","","","Pipe Types","[946902]","","","","","","","",""
"Pipes","","","Pipe Types","[946903]","","","","","","","",""
"Pipes","","","Pipe Types","[946904]","","","","","","","",""
"Pipes","","","Pipe Types","[946907]","","","","","","","",""
"Pipes","","","Pipe Types","[946908]","","","","","","","",""
"Pipes","","","Pipe Types","[946911]","","","","","","","",""
"Pipes","","","Pipe Types","[946912]","","","","","","","",""
"Pipes","","","Pipe Types","[946913]","","","","","","","",""
"Pipes","","","Pipe Types","[946914]","","","","","","","",""
"Pipes","","","Pipe Types","[946982]","","","","","","","",""
"Pipes","","","Pipe Types","[946983]","","","","","","","",""
"Pipes","","","Pipe Types","[947090]","","","","","","","",""
"Pipes","","","Pipe Types","[947091]","","","","","","","",""
"Pipes","","","Pipe Types","[947092]","","","","","","","",""
"Pipes","","","Pipe Types","[947093]","","","","","","","",""
"Pipes","","","Pipe Types","[947094]","","","","","","","",""
"Pipes","","","Pipe Types","[947095]","","","","","","","",""
"Pipes","","","Pipe Types","[947098]","","","","","","","",""
"Pipes","","","Pipe Types","[947099]","","","","","","","",""
"Pipes","","","Pipe Types","[947102]","","","","","","","",""
"Pipes","","","Pipe Types","[947103]","","","","","","","",""
"Pipes","","","Pipe Types","[947104]","","","","","","","",""
"Pipes","","","Pipe Types","[947105]","","","","","","","",""
"Pipes","","","Pipe Types","[947185]","","","","","","","",""
"Pipes","","","Pipe Types","[947186]","","","","","","","",""
"Pipes","","","Pipe Types","[947250]","","","","","","","",""
"Pipes","","","Pipe Types","[947251]","","","","","","","",""
"Pipes","","","Pipe Types","[947435]","","","","","","","",""
"Pipes","","","Pipe Types","[947436]","","","","","","","",""
"Pipes","","","Pipe Types","[947449]","","","","","","","",""
"Pipes","","","Pipe Types","[947450]","","","","","","","",""
"Pipes","","","Pipe Types","[947491]","","","","","","","",""
"Pipes","","","Pipe Types","[947492]","","","","","","","",""
"Pipes","","","Pipe Types","[947493]","","","","","","","",""
"Pipes","","","Pipe Types","[947494]","","","","","","","",""
"Pipes","","","Pipe Types","[947530]","","","","","","","",""
"Pipes","","","Pipe Types","[947531]","","","","","","","",""
"Pipes","","","Pipe Types","[947532]","","","","","","","",""
"Pipes","","","Pipe Types","[947533]","","","","","","","",""
"Pipes","","","Pipe Types","[947534]","","","","","","","",""
"Pipes","","","Pipe Types","[947535]","","","","","","","",""
"Pipes","","","Pipe Types","[947536]","","","","","","","",""
"Pipes","","","Pipe Types","[947537]","","","","","","","",""
"Pipes","","","Pipe Types","[947540]","","","","","","","",""
"Pipes","","","Pipe Types","[947541]","","","","","","","",""
"Pipes","","","Pipe Types","[947542]","","","","","","","",""
"Pipes","","","Pipe Types","[947543]","","","","","","","",""
"Pipes","","","Pipe Types","[954160]","","","","","","","",""
"Pipes","","","Pipe Types","[954161]","","","","","","","",""
"Pipes","","","Pipe Types","[954209]","","","","","","","",""
"Pipes","","","Pipe Types","[954210]","","","","","","","",""
"Pipes","","","Pipe Types","[1023543]","","","","","","","",""
"Pipes","","","Pipe Types","[1023544]","","","","","","","",""
"Pipes","","","Pipe Types","[1023650]","","","","","","","",""
"Pipes","","","Pipe Types","[1023651]","","","","","","","",""
"Pipes","","","Pipe Types","[1023890]","","","","","","","",""
"Pipes","","","Pipe Types","[1023891]","","","","","","","",""
"Pipes","","","Pipe Types","[1024432]","","","","","","","",""
"Pipes","","","Pipe Types","[1024433]","","","","","","","",""
"Pipes","","","Pipe Types","[1024470]","","","","","","","",""
"Pipes","","","Pipe Types","[1024471]","","","","","","","",""
"Pipes","","","Pipe Types","[1025131]","","","","","","","",""
"Pipes","","","Pipe Types","[1025132]","","","","","","","",""
"Pipes","","","Pipe Types","[1060942]","","","","","","","",""
"Pipes","","","Pipe Types","[1060943]","","","","","","","",""
"Pipes","","","Pipe Types","[1061450]","","","","","","","",""
"Pipes","","","Pipe Types","[1061451]","","","","","","","",""
"Pipes","","","Pipe Types","[1067120]","","","","","","","",""
"Pipes","","","Pipe Types","[1067121]","","","","","","","",""
"Pipes","","","Pipe Types","[1067435]","","","","","","","",""
"Pipes","","","Pipe Types","[1067436]","","","","","","","",""
"Pipes","","","Pipe Types","[1067487]","","","","","","","",""
"Pipes","","","Pipe Types","[1067488]","","","","","","","",""
"Pipes","","","Pipe Types","[1083791]","","","","","","","",""
"Pipes","","","Pipe Types","[1083792]","","","","","","","",""
"Pipes","","","Pipe Types","[1083984]","","","","","","","",""
"Pipes","","","Pipe Types","[1083985]","","","","","","","",""
"Pipes","","","Pipe Types","[1084024]","","","","","","","",""
"Pipes","","","Pipe Types","[1084025]","","","","","","","",""
"Pipes","","","Pipe Types","[1084077]","","","","","","","",""
"Pipes","","","Pipe Types","[1084078]","","","","","","","",""
"Pipes","","","Pipe Types","[1084509]","","","","","","","",""
"Pipes","","","Pipe Types","[1084510]","","","","","","","",""
"Pipes","","","Pipe Types","[1100338]","","","","","","","",""
"Pipes","","","Pipe Types","[1100339]","","","","","","","",""
"Pipes","","","Pipe Types","[1100379]","","","","","","","",""
"Pipes","","","Pipe Types","[1100380]","","","","","","","",""
"Pipes","","","Pipe Types","[1103427]","","","","","","","",""
"Pipes","","","Pipe Types","[1103428]","","","","","","","",""
"Pipes","","","Pipe Types","[1103786]","","","","","","","",""
"Pipes","","","Pipe Types","[1103787]","","","","","","","",""
"Pipes","","","Pipe Types","[1115773]","","","","","","","",""
"Pipes","","","Pipe Types","[1115774]","","","","","","","",""
"Pipes","","","Pipe Types","[1122372]","","","","","","","",""
"Pipes","","","Pipe Types","[1122373]","","","","","","","",""
"Pipes","","","Pipe Types","[1122381]","","","","","","","",""
"Pipes","","","Pipe Types","[1122382]","","","","","","","",""
"Pipes","","","Pipe Types","[1122526]","","","","","","","",""
"Pipes","","","Pipe Types","[1122527]","","","","","","","",""
"Pipes","","","Pipe Types","[1122593]","","","","","","","",""
"Pipes","","","Pipe Types","[1122594]","","","","","","","",""
"Pipes","","","Pipe Types","[1122630]","","","","","","","",""
"Pipes","","","Pipe Types","[1122631]","","","","","","","",""
"Pipes","","","Pipe Types","[1122644]","","","","","","","",""
"Pipes","","","Pipe Types","[1122645]","","","","","","","",""
"Pipes","","","Pipe Types","[1122840]","","","","","","","",""
"Pipes","","","Pipe Types","[1122841]","","","","","","","",""
"Pipes","","","Pipe Types","[1122895]","","","","","","","",""
"Pipes","","","Pipe Types","[1122896]","","","","","","","",""
"Pipes","","","Pipe Types","[1123104]","","","","","","","",""
"Pipes","","","Pipe Types","[1123105]","","","","","","","",""
"Pipes","","","Pipe Types","[1123148]","","","","","","","",""
"Pipes","","","Pipe Types","[1123149]","","","","","","","",""
"Pipes","","","Pipe Types","[1198697]","","","","","","","",""
"Pipes","","","Pipe Types","[1198698]","","","","","","","",""
"Pipes","","","Pipe Types","[1199684]","","","","","","","",""
"Pipes","","","Pipe Types","[1199685]","","","","","","","",""
"Pipes","","","Pipe Types","[1199766]","","","","","","","",""
"Pipes","","","Pipe Types","[1199767]","","","","","","","",""
"Pipes","","","Pipe Types","[1199834]","","","","","","","",""
"Pipes","","","Pipe Types","[1199835]","","","","","","","",""
"Pipes","","","Pipe Types","[1199842]","","","","","","","",""
"Pipes","","","Pipe Types","[1199843]","","","","","","","",""
"Pipes","","","Pipe Types","[1199884]","","","","","","","",""
"Pipes","","","Pipe Types","[1199885]","","","","","","","",""
"Pipes","","","Pipe Types","[1199892]","","","","","","","",""
"Pipes","","","Pipe Types","[1199893]","","","","","","","",""
"Pipes","","","Pipe Types","[1200128]","","","","","","","",""
"Pipes","","","Pipe Types","[1200129]","","","","","","","",""
"Pipes","","","Pipe Types","[1200139]","","","","","","","",""
"Pipes","","","Pipe Types","[1200140]","","","","","","","",""
"Pipes","","","Pipe Types","[1200182]","","","","","","","",""
"Pipes","","","Pipe Types","[1200183]","","","","","","","",""
"Pipes","","","Pipe Types","[1204694]","","","","","","","",""
"Pipes","","","Pipe Types","[1204695]","","","","","","","",""
"Pipes","","","Pipe Types","[1229342]","","","","","","","",""
"Pipes","","","Pipe Types","[1229343]","","","","","","","",""
"Pipes","","","Pipe Types","[1229382]","","","","","","","",""
"Pipes","","","Pipe Types","[1229383]","","","","","","","",""
"Pipes","","","Pipe Types","[1229430]","","","","","","","",""
"Pipes","","","Pipe Types","[1229431]","","","","","","","",""
"Pipes","","","Pipe Types","[1229512]","","","","","","","",""
"Pipes","","","Pipe Types","[1229513]","","","","","","","",""
"Pipes","","","Pipe Types","[1229525]","","","","","","","",""
"Pipes","","","Pipe Types","[1229526]","","","","","","","",""
"Pipes","","","Pipe Types","[1229555]","","","","","","","",""
"Pipes","","","Pipe Types","[1229556]","","","","","","","",""
"Pipes","","","Pipe Types","[1229564]","","","","","","","",""
"Pipes","","","Pipe Types","[1229565]","","","","","","","",""
"Pipes","","","Pipe Types","[1229574]","","","","","","","",""
"Pipes","","","Pipe Types","[1229575]","","","","","","","",""
"Pipes","","","Pipe Types","[1229585]","","","","","","","",""
"Pipes","","","Pipe Types","[1229586]","","","","","","","",""
