"Family","SubFamily","ObjectGroup","ObjectName","ObjectID","Assembly Code","Assembly Description","Description","Type Comments","Type Name","Structural Material","Material"
"Site","","","JTC_Fire Hydrant_New","[4835348]","","","","","","","",""
"Site","","","JTC_Fire Hydrant_New","[4868140]","","","","","","","",""
"Site","","","JTC_Fire Hydrant_New","[5548571]","","","","","","","",""
"Site","","","JTC_Fire Hydrant_New","[5548599]","","","","","","","",""
"Site","","","JTC_Fire Hydrant_New","[5575538]","","","","","","","",""
"Pipes","","","Pipe Types","[4835395]","","","","","","","",""
"Pipes","","","Pipe Types","[4835579]","","","","","","","",""
"Pipes","","","Pipe Types","[4836368]","","","","","","","",""
"Pipes","","","Pipe Types","[4836376]","","","","","","","",""
"Pipes","","","Pipe Types","[4836640]","","","","","","","",""
"Pipes","","","Pipe Types","[4843246]","","","","","","","",""
"Pipes","","","Pipe Types","[4848504]","","","","","","","",""
"Pipes","","","Pipe Types","[4864748]","","","","","","","",""
"Pipes","","","Pipe Types","[4864811]","","","","","","","",""
"Pipes","","","Pipe Types","[4864822]","","","","","","","",""
"Pipes","","","Pipe Types","[4864882]","","","","","","","",""
"Pipes","","","Pipe Types","[4864899]","","","","","","","",""
"Pipes","","","Pipe Types","[4864909]","","","","","","","",""
"Pipes","","","Pipe Types","[4864933]","","","","","","","",""
"Pipes","","","Pipe Types","[4865056]","","","","","","","",""
"Pipes","","","Pipe Types","[4865157]","","","","","","","",""
"Pipes","","","Pipe Types","[4865187]","","","","","","","",""
"Pipes","","","Pipe Types","[4865422]","","","","","","","",""
"Pipes","","","Pipe Types","[4865734]","","","","","","","",""
"Pipes","","","Pipe Types","[4865744]","","","","","","","",""
"Pipes","","","Pipe Types","[4865927]","","","","","","","",""
"Pipes","","","Pipe Types","[4865989]","","","","","","","",""
"Pipes","","","Pipe Types","[4866003]","","","","","","","",""
"Pipes","","","Pipe Types","[4866013]","","","","","","","",""
"Pipes","","","Pipe Types","[4866526]","","","","","","","",""
"Pipes","","","Pipe Types","[4866530]","","","","","","","",""
"Pipes","","","Pipe Types","[4866532]","","","","","","","",""
"Pipes","","","Pipe Types","[4866538]","","","","","","","",""
"Pipes","","","Pipe Types","[4866540]","","","","","","","",""
"Pipes","","","Pipe Types","[4866548]","","","","","","","",""
"Pipes","","","Pipe Types","[4866550]","","","","","","","",""
"Pipes","","","Pipe Types","[4866558]","","","","","","","",""
"Pipes","","","Pipe Types","[4866560]","","","","","","","",""
"Pipes","","","Pipe Types","[4866565]","","","","","","","",""
"Pipes","","","Pipe Types","[4866571]","","","","","","","",""
"Pipes","","","Pipe Types","[4866573]","","","","","","","",""
"Pipes","","","Pipe Types","[4866580]","","","","","","","",""
"Pipes","","","Pipe Types","[4866584]","","","","","","","",""
"Pipes","","","Pipe Types","[4866586]","","","","","","","",""
"Pipes","","","Pipe Types","[4866588]","","","","","","","",""
"Pipes","","","Pipe Types","[4866593]","","","","","","","",""
"Pipes","","","Pipe Types","[4866702]","","","","","","","",""
"Pipes","","","Pipe Types","[4866706]","","","","","","","",""
"Pipes","","","Pipe Types","[4866708]","","","","","","","",""
"Pipes","","","Pipe Types","[4866714]","","","","","","","",""
"Pipes","","","Pipe Types","[4866716]","","","","","","","",""
"Pipes","","","Pipe Types","[4866724]","","","","","","","",""
"Pipes","","","Pipe Types","[4866726]","","","","","","","",""
"Pipes","","","Pipe Types","[4866734]","","","","","","","",""
"Pipes","","","Pipe Types","[4866736]","","","","","","","",""
"Pipes","","","Pipe Types","[4866741]","","","","","","","",""
"Pipes","","","Pipe Types","[4866747]","","","","","","","",""
"Pipes","","","Pipe Types","[4866749]","","","","","","","",""
"Pipes","","","Pipe Types","[4866756]","","","","","","","",""
"Pipes","","","Pipe Types","[4866760]","","","","","","","",""
"Pipes","","","Pipe Types","[4866762]","","","","","","","",""
"Pipes","","","Pipe Types","[4866764]","","","","","","","",""
"Pipes","","","Pipe Types","[4866769]","","","","","","","",""
"Pipes","","","Pipe Types","[4867983]","","","","","","","",""
"Pipes","","","Pipe Types","[4868100]","","","","","","","",""
"Pipes","","","Pipe Types","[4868197]","","","","","","","",""
"Pipes","","","Pipe Types","[4868354]","","","","","","","",""
"Pipes","","","Pipe Types","[4868364]","","","","","","","",""
"Pipes","","","Pipe Types","[4868389]","","","","","","","",""
"Pipes","","","Pipe Types","[4868508]","","","","","","","",""
"Pipes","","","Pipe Types","[4868516]","","","","","","","",""
