"Family","SubFamily","ObjectGroup","ObjectName","ObjectID","Assembly Code","Assembly Description","Description","Type Comments","Type Name","Structural Material","Material"
"Cable Trays","","","Cable Tray with Fittings","[890586]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[890587]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[911076]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[944802]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1770637]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1770638]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1770959]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1771043]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1771486]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1786928]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1813936]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1828515]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1828516]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1828527]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1828528]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1828531]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1828532]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1828548]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1828549]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1828563]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1828620]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1828634]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1831523]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1831532]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1856076]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1856077]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1856079]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1857788]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1857789]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1857791]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1859303]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1859306]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1859308]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1859333]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1859334]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1859336]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1859406]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1859409]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1873710]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1873711]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1873713]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1873878]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1873879]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1873881]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1876577]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1876616]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1967256]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1967257]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1967259]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1972009]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1972012]","","","","","","","",""
"Cable Trays","","","Cable Tray with Fittings","[1972013]","","","","","","","",""
