"Family","SubFamily","ObjectGroup","ObjectName","ObjectID","Assembly Code","Assembly Description","Description","Type Comments","Type Name","Structural Material","Material"
"Mechanical Equipment","PB_SANI_Ejector Pump_Vertical Discharge_Non-Hosted","SANI","PB_SANI_Ejector Pump_Vertical Discharge_Non-Hosted","[913675]","","","","","SANI","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1832350]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1832531]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1832532]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1832589]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1832590]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1842356]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1842357]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1842360]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1842361]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1860520]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1860521]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1872809]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1872810]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1918287]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1918288]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1918291]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1918292]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1918436]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1918437]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1918482]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1918483]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1918487]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1918488]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1918743]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1918744]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1918748]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1918749]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1918891]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1918892]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1918896]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1918897]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1930475]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1930476]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1950120]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1950121]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1950145]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1950146]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1950180]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1950181]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1950273]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1950274]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1950400]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1950401]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1950843]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1950844]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1950912]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1950913]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1951102]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1951103]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1957939]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1957940]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1957941]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1957942]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1958016]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1958017]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1958060]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1958061]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1958138]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1958139]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1958169]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1958170]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1958240]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1958241]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1963957]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1963958]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1964521]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1964522]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1964543]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1964544]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1964682]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1964683]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1964848]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1964849]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1979598]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1979599]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1984768]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1984769]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1984823]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1984824]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1985941]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1985942]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1995011]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1995012]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1995049]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1995050]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1995132]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1995133]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1995203]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1995204]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1997108]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1997109]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1997278]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1997279]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1997440]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1997441]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1997748]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1997749]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1997825]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1997826]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1997872]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1997873]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1998407]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1998408]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1998972]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1998973]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1999025]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1999026]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1999291]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1999292]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1999482]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1999483]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1999645]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[1999646]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2007545]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2007546]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2016672]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2016673]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2016676]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2016677]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2026921]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2026922]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2031680]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2031681]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2031696]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2031697]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2033112]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2033113]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2040499]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2040500]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2049833]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2049834]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2049949]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2049950]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2050646]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2050647]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2050650]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2050651]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2050816]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2050817]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2050820]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2050821]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2051011]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2051012]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2069581]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2069582]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2070891]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2070892]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2071155]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2071156]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2071443]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2071444]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2071506]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2071507]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2078913]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2078914]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2079728]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2079729]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2080402]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2080403]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2080899]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2080900]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2081089]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2081090]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2083040]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2083041]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2091325]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2091326]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2091907]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2091908]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2092430]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2092431]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2092885]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2092886]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2093204]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2093205]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2093264]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2093265]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2093266]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2093267]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2093365]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2093366]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2093387]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2093388]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2102588]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2102589]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2102665]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2102666]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2104642]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2104643]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2109368]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2109369]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2109643]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2109644]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2110000]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2110001]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2114458]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2114459]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2114683]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2114684]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2115035]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2115036]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2115560]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2115561]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2115564]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2115565]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2115584]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2115585]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2115588]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2115589]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2115611]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2115612]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2115615]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2115616]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2115955]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2115956]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2115965]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2115966]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2117129]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2117130]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2117718]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2117719]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2118736]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2118737]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2119252]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2119253]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2119834]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2119835]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2119923]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2119924]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2127540]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2127541]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2127552]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2127553]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2127571]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2127572]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2127792]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2127793]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2127874]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2127875]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2133872]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2133873]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2134459]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2134460]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2135610]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2135611]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2138792]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2138793]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2139265]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2139266]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2139659]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2139660]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2139691]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2139692]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2140473]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2140474]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2140723]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2140724]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2141786]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2141787]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2141818]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2141819]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2141842]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2141843]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2141874]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2141875]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2146370]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2146371]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2150153]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2150154]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2150243]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2150244]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2178707]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2178708]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2185956]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2185957]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2186456]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2186457]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2186458]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2186459]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2201644]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2201645]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2202147]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2202148]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2202250]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2202251]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2202488]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2202489]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2202503]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2202504]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2204847]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2204848]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2208667]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2208668]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2209408]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2209409]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2209452]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2209453]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2209456]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2209457]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2209673]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2209674]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2209786]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2209787]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2209790]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2209791]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2209794]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2209795]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2209860]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2209861]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2214089]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2214090]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2214133]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2214134]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2223221]","","","","","","","",""
