"Family","SubFamily","ObjectGroup","ObjectName","ObjectID","Assembly Code","Assembly Description","Description","Type Comments","Type Name","Structural Material","Material"
"Mechanical Equipment","PB_SANI_Ejector Pump_Vertical Discharge_Non-Hosted","SANI","PB_SANI_Ejector Pump_Vertical Discharge_Non-Hosted","[913675]","","","","","SANI","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2078683]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2080698]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2080699]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2090162]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2090163]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2090164]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2090165]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2090276]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2090277]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2106734]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2106735]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2109686]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2109687]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2117115]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2117116]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2118396]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2118397]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2118872]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2118873]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2131368]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2131369]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2131370]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2131371]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2132353]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2132354]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2132369]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2132370]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2132512]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2132513]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2138482]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2138483]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2139897]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2139898]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2149937]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2149938]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2184707]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2184708]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2187742]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2187743]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2187889]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2187890]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2187908]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2187909]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2188066]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2188067]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2194238]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2194239]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2194995]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2194996]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2195492]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2195493]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2197034]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2197035]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2198693]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2198694]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2198695]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2198696]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2199934]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2199935]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2199996]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2199997]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2201434]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2201435]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2201655]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2201656]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2254507]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2254508]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2254636]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2254637]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2261076]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2261077]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2281045]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2281046]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2351965]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2351966]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2351969]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2351970]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2381084]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2381085]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2381091]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2381092]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2381879]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2381880]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2381883]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2381884]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2382438]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2382439]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2384901]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2384902]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2387060]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2387061]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2390309]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2390310]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2391514]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2391515]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2393100]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2393101]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2393197]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2393198]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2393202]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2393203]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2393235]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2393236]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2393494]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2393495]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2393581]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2393582]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2393827]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2393828]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2394124]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2394125]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2394242]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2394243]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2400656]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2400657]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2404744]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2404745]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2407190]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2407191]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2408214]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2408215]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2408704]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2408705]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2409033]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2409034]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2409286]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2409287]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2420005]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2420006]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2432503]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2432504]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2432790]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2432791]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2434946]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2434947]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2437058]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2437059]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2437428]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2437429]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2437785]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2437786]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2444667]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2444668]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2444671]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2444672]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2445375]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2445376]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2446504]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2446505]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2450165]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2450166]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2450256]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2450257]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2451166]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2451167]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2451168]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2451169]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2451235]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2451236]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2515252]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2515253]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2573059]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2573060]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2576698]","","","","","","","",""
"Pipe Fittings","","","M_Elbow - PVC - Sch 40","[2576699]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1022115]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1022116]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1084497]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1084498]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1359465]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1359466]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1363189]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1363190]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1363782]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1363783]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1363868]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1363869]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1363949]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1363950]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1364028]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1364029]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1364106]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1364107]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1615116]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1615117]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1615118]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1615119]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1615855]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1615856]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1615982]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1615983]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1621766]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1621767]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1930487]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1930488]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1950265]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1950266]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1994834]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1994835]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1994836]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1994837]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1994838]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1994839]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1994840]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1994841]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1994842]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1994843]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1994844]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[1994845]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2071153]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2071154]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2071511]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2071512]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2080606]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2080607]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2080901]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2080902]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2082076]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2082077]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2082643]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2082644]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2091502]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2091503]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2092410]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2092411]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2096414]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2096415]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2097090]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2097091]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2097587]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2097588]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2109688]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2109689]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2132226]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2132227]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2132228]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2132229]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2132230]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2132231]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2132232]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2132233]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2132252]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2132253]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2132254]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2132255]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2132309]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2132310]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2132311]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2132312]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2133806]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2133807]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2138664]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2138665]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2138666]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2138667]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2139647]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2139648]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2139649]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2139650]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2139899]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2139900]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2150578]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2150579]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2184703]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2184704]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2184705]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2184706]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2184709]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2184710]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2186177]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2186178]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2197337]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2197338]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2199064]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2199065]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2201436]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2201437]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2211172]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2211173]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2237870]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2237871]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2240393]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2240394]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2240677]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2240678]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2246294]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2246295]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2253596]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2253597]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2279367]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2279368]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2320799]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2320800]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2320868]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2320869]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2380674]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2380675]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2381095]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2381096]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2381508]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2381509]","","","","","","","",""
"Pipe Fittings","","","M_Coupling Reducing - PVC - Sch 40","[2381961]","","","","","","","",""
