"Family","SubFamily","ObjectGroup","ObjectName","ObjectID","Assembly Code","Assembly Description","Description","Type Comments","Type Name","Structural Material","Material"
"Generic Models","","","LCBC_Opening Floor","[4720013]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[4720014]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[4720100]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[4720101]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[4720102]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[4720103]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[4720106]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[4720107]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[4720108]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[4720109]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[4720110]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[4720304]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[4720305]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[4720306]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[4720307]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[4720308]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[4720333]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[4720334]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[4720351]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[4720352]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[4720421]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[4720639]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[4720640]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[4720695]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[4720997]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[4721009]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[4721038]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[4721053]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[4761260]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[4839315]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[4839316]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5068838]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5213558]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5234195]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5234619]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5277233]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5279004]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5279024]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5279037]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5279050]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5282299]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5413821]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5414282]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5414283]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5414284]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5490834]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5491046]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5492621]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5492901]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5493219]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5493250]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5493293]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5495114]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5495454]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5495530]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5495667]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5495970]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5496197]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5496451]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5496672]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5496861]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5497052]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5497243]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5497472]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5497663]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5497852]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5498043]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5498236]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5498427]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5498618]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5498858]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5499049]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5499240]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5499487]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5499678]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5499871]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5500062]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5500253]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5500446]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5500637]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5500828]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5501019]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5501210]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5501403]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5501594]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5501785]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5501976]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5502167]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5502358]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5502549]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5502740]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5502931]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5503122]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5503313]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5503601]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5503792]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5504029]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5504238]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5504429]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5504620]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5504811]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5505034]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5505227]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5505418]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5505609]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5505800]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5505991]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5506182]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5506373]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5506564]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5506755]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5506948]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5507139]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5507330]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5507521]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5507714]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5507905]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5508096]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5508353]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5508544]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5508735]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5508928]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5509119]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5509310]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5509557]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5509746]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5509935]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5510126]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5510315]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5510506]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5510695]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5510884]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5511077]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5514493]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5514720]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5514952]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5515121]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5515331]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5515981]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5516201]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5516370]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5516541]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5516812]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5517058]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5517328]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5517528]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5517699]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5517878]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5518159]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5518330]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5518586]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5518797]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5518968]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5519139]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5519310]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5519521]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5519694]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5522027]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5522361]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5522638]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5522805]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5523053]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5523146]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5523179]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5523212]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5523245]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5523278]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5523390]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5523726]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5523893]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5524157]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5524332]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5524463]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5525638]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5527491]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5527724]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5539605]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5539780]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5539997]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5540028]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5542477]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5542618]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5542631]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5542644]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5542681]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5591571]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5591770]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5591941]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5592210]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5592211]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5592431]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5592612]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5592783]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor","[5593052]","","","","","","","",""
"Generic Models","LCBC_FIXED MIRROR","LCBC_Toilet Mirror","LCBC_FIXED MIRROR","[4869208]","","","Toilet Mirror","","LCBC_Toilet Mirror","",""
"Generic Models","LCBC_FIXED MIRROR","LCBC_Toilet Mirror","LCBC_FIXED MIRROR","[4869209]","","","Toilet Mirror","","LCBC_Toilet Mirror","",""
"Generic Models","LCBC_FIXED MIRROR","LCBC_Toilet Mirror","LCBC_FIXED MIRROR","[4877801]","","","Toilet Mirror","","LCBC_Toilet Mirror","",""
"Generic Models","LCBC_FIXED MIRROR","LCBC_Toilet Mirror","LCBC_FIXED MIRROR","[4898788]","","","Toilet Mirror","","LCBC_Toilet Mirror","",""
"Generic Models","LCBC_FIXED MIRROR","LCBC_Toilet Mirror","LCBC_FIXED MIRROR","[4898789]","","","Toilet Mirror","","LCBC_Toilet Mirror","",""
"Generic Models","LCBC_22FX31","LCBC_22FX31","LCBC_22FX31","[4869210]","","","Undercounter Wash Hand Basin","","LCBC_22FX31","",""
"Generic Models","LCBC_22FX31","LCBC_22FX31","LCBC_22FX31","[4869211]","","","Undercounter Wash Hand Basin","","LCBC_22FX31","",""
"Generic Models","LCBC_22FX31","LCBC_22FX31","LCBC_22FX31","[4898790]","","","Undercounter Wash Hand Basin","","LCBC_22FX31","",""
"Generic Models","LCBC_22FX31","LCBC_22FX31","LCBC_22FX31","[4898791]","","","Undercounter Wash Hand Basin","","LCBC_22FX31","",""
"Generic Models","","","LCBC_22FX41","[4869212]","","","","","","","",""
"Generic Models","","","LCBC_22FX41","[4869213]","","","","","","","",""
"Generic Models","","","LCBC_22FX41","[4877799]","","","","","","","",""
"Generic Models","","","LCBC_22FX41","[4898792]","","","","","","","",""
"Generic Models","","","LCBC_22FX41","[4898793]","","","","","","","",""
"Generic Models","","","LCBC_10TA2","[4869214]","","","","","","","",""
"Generic Models","","","LCBC_10TA2","[4877806]","","","","","","","",""
"Generic Models","","","LCBC_10TA2","[4898794]","","","","","","","",""
"Generic Models","","","LCBC_22FX11","[4871248]","","","","","","","",""
"Generic Models","LCBC_Toilet Grating","LCBC_Toilet Grating","LCBC_Toilet Grating","[4871252]","","","Toilet Scupper Drain Grating","","LCBC_Toilet Grating","",""
"Generic Models","LCBC_Toilet Grating","LCBC_Toilet Grating","LCBC_Toilet Grating","[4872550]","","","Toilet Scupper Drain Grating","","LCBC_Toilet Grating","",""
"Generic Models","LCBC_Toilet Grating","LCBC_Toilet Grating","LCBC_Toilet Grating","[4872568]","","","Toilet Scupper Drain Grating","","LCBC_Toilet Grating","",""
"Generic Models","LCBC_Toilet Grating","LCBC_Toilet Grating","LCBC_Toilet Grating","[4872626]","","","Toilet Scupper Drain Grating","","LCBC_Toilet Grating","",""
"Generic Models","","","LCBC_22FX1","[4877429]","","","","","","","",""
"Generic Models","","","LCBC_22FX1","[4877769]","","","","","","","",""
"Generic Models","","","LCBC_22FX1","[4891938]","","","","","","","",""
"Generic Models","","","LCBC_10TA12","[4877430]","","","","","","","",""
"Generic Models","","","LCBC_10TA12","[4877771]","","","","","","","",""
"Generic Models","","","LCBC_10TA12","[5182805]","","","","","","","",""
"Generic Models","","","LCBC_10TA82_650","[4877431]","","","","","","","",""
"Generic Models","","","LCBC_10TA82_650","[4877434]","","","","","","","",""
"Generic Models","","","LCBC_10TA82_650","[4891940]","","","","","","","",""
"Generic Models","","","LCBC_10TA82_650","[4891943]","","","","","","","",""
"Generic Models","","","LCBC_22FX51","[4877432]","","","","","","","",""
"Generic Models","","","LCBC_22FX51","[4877772]","","","","","","","",""
"Generic Models","","","LCBC_22FX51","[4877796]","","","","","","","",""
"Generic Models","","","LCBC_22FX51","[4918944]","","","","","","","",""
"Generic Models","","","LCBC_22FX45A","[4877433]","","","","","","","",""
"Generic Models","","","LCBC_22FX45A","[4877773]","","","","","","","",""
"Generic Models","","","LCBC_22FX45A","[4877803]","","","","","","","",""
"Generic Models","","","LCBC_22FX45A","[4918945]","","","","","","","",""
"Generic Models","LCBC_22FX21","LCBC_22FX21","LCBC_22FX21","[4877436]","","","WC Automatic Flush Valve-Type 1","","LCBC_22FX21","","Stainless Steel"
"Generic Models","LCBC_22FX21","LCBC_22FX21","LCBC_22FX21","[4877770]","","","WC Automatic Flush Valve-Type 1","","LCBC_22FX21","","Stainless Steel"
"Generic Models","LCBC_22FX21","LCBC_22FX21","LCBC_22FX21","[4877794]","","","WC Automatic Flush Valve-Type 1","","LCBC_22FX21","","Stainless Steel"
"Generic Models","LCBC_22FX21","LCBC_22FX21","LCBC_22FX21","[4891945]","","","WC Automatic Flush Valve-Type 1","","LCBC_22FX21","","Stainless Steel"
"Generic Models","","","LCBC_22FX2","[4877795]","","","","","","","",""
"Generic Models","","","LCBC_10TA81_GB830","[4877798]","","","","","","","",""
"Generic Models","","","LCBC_10TA13","[4877800]","","","","","","","",""
"Generic Models","","","LCBC_10TA81_GB700","[4877802]","","","","","","","",""
"Generic Models","","","LCBC_10TA21","[4877804]","","","","","","","",""
"Generic Models","","","LCBC_22FX32","[4877805]","","","","","","","",""
"Generic Models","","","LCBC_22FX45","[4884113]","","","","","","","",""
"Generic Models","","","LCBC_22FX45","[4884586]","","","","","","","",""
"Generic Models","","","LCBC_10TA81_GB620","[4885221]","","","","","","","",""
"Generic Models","","","LCBC_Opening Wall Pipe","[4915837]","","","","","","","",""
"Generic Models","","","LCBC_22FX71","[4919016]","","","","","","","",""
"Generic Models","","","LCBC_22FX47","[4919025]","","","","","","","",""
"Generic Models","","","LCBC_Opening Wall","[5066495]","","","","","","","",""
"Generic Models","","","LCBC_Opening Wall","[5166050]","","","","","","","",""
"Generic Models","","","LCBC_Opening Wall","[5166159]","","","","","","","",""
"Generic Models","","","LCBC_Opening Wall","[5169124]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor Pipe","[5101265]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor Pipe","[5101476]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor Pipe","[5101891]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor Pipe","[5218954]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor Pipe","[5219027]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor Pipe","[5219155]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor Pipe","[5219368]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor Pipe","[5219527]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor Pipe","[5242308]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor Pipe","[5242673]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor Pipe","[5242737]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor Pipe","[5242827]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor Pipe","[5242953]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor Pipe","[5243583]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor Pipe","[5243717]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor Pipe","[5243861]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor Pipe","[5244221]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor Pipe","[5244580]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor Pipe","[5244660]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor Pipe","[5244822]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor Pipe","[5245313]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor Pipe","[5245402]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor Pipe","[5386049]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor Pipe","[5539095]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor Pipe","[5539100]","","","","","","","",""
"Generic Models","","","LCBC_Opening Floor Pipe","[5556594]","","","","","","","",""
