"Family","SubFamily","ObjectGroup","ObjectName","ObjectID","Assembly Code","Assembly Description","Description","Type Comments","Type Name","Structural Material","Material"
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5255883]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5257576]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5257646]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5257697]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5257776]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5257825]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5257914]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5258007]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5258051]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5258096]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5258175]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5258226]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5258360]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5258417]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5258699]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5258905]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5262768]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5262797]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5262798]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5262799]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5262800]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5262884]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5262935]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5262974]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5263014]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5263065]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5263138]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5263184]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5263227]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5263272]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5263395]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5263654]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5263725]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5263911]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5263976]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5264031]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5264067]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5264133]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5264451]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5264487]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5264545]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5264595]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5264640]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5264701]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5264778]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5276999]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5281728]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5281791]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5281912]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5281980]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm_Staggered","Basic Wall","[5282058]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm_Staggered","Toilet Staggered Tile",""
"Walls","Basic Wall","LCBC_EX_W100_20P_ALC_120mm","Basic Wall","[4726676]","","","100mm THK PC WALL","","LCBC_EX_W100_20P_ALC_120mm","ALC Wall",""
"Walls","Basic Wall","LCBC_EX_W100_20P_ALC_120mm","Basic Wall","[4726867]","","","100mm THK PC WALL","","LCBC_EX_W100_20P_ALC_120mm","ALC Wall",""
"Walls","Basic Wall","LCBC_EX_W100_20P_ALC_120mm","Basic Wall","[5114303]","","","100mm THK PC WALL","","LCBC_EX_W100_20P_ALC_120mm","ALC Wall",""
"Walls","Basic Wall","LCBC_EX_W100_20P_ALC_120mm","Basic Wall","[5114304]","","","100mm THK PC WALL","","LCBC_EX_W100_20P_ALC_120mm","ALC Wall",""
"Walls","Basic Wall","LCBC_EX_W100_20P_ALC_120mm","Basic Wall","[5114305]","","","100mm THK PC WALL","","LCBC_EX_W100_20P_ALC_120mm","ALC Wall",""
"Walls","Basic Wall","LCBC_EX_W100_20P_ALC_120mm","Basic Wall","[5154559]","","","100mm THK PC WALL","","LCBC_EX_W100_20P_ALC_120mm","ALC Wall",""
"Walls","Basic Wall","LCBC_IN_W2C_20P_ALC_120mm","Basic Wall","[4734954]","04:MS13","","100mm THK PC WALL","","LCBC_IN_W2C_20P_ALC_120mm","00_L166_BLOCK WALL",""
"Walls","Basic Wall","LCBC_IN_W2C_20P_ALC_120mm","Basic Wall","[4780624]","04:MS13","","100mm THK PC WALL","","LCBC_IN_W2C_20P_ALC_120mm","00_L166_BLOCK WALL",""
"Walls","Basic Wall","LCBC_IN_W3C_25P_ALC_175mm","Basic Wall","[4799460]","3C:CN60","","150mm THK PC WALL","","LCBC_IN_W3C_25P_ALC_175mm","00_L166_PRECAST WALL",""
"Walls","Basic Wall","LCBC_EX_W150_25P_ALC_175mm","Basic Wall","[4822339]","3C:CN60","","150mm THK PC WALL","","LCBC_EX_W150_25P_ALC_175mm","00_L166_PRECAST WALL",""
"Walls","Basic Wall","LCBC_EX_W150_25P_ALC_175mm","Basic Wall","[4840224]","3C:CN60","","150mm THK PC WALL","","LCBC_EX_W150_25P_ALC_175mm","00_L166_PRECAST WALL",""
"Walls","Basic Wall","LCBC_IN_W3C_15P_ALC_25P_190mm","Basic Wall","[4825367]","3C:CN60","","150mm THK PC WALL","","LCBC_IN_W3C_15P_ALC_25P_190mm","00_L166_PRECAST WALL",""
"Walls","Basic Wall","LCBC_IN_W3C_15P_ALC_25P_190mm","Basic Wall","[5145349]","3C:CN60","","150mm THK PC WALL","","LCBC_IN_W3C_15P_ALC_25P_190mm","00_L166_PRECAST WALL",""
"Walls","Basic Wall","LCBC_EX_W150_25P_ALC_20P_195mm","Basic Wall","[4852058]","04:MS13","","150mm THK PC WALL","","LCBC_EX_W150_25P_ALC_20P_195mm","00_L166_PRECAST WALL",""
"Walls","Basic Wall","LCBC_EX_W150_25P_ALC_20P_195mm","Basic Wall","[4852166]","04:MS13","","150mm THK PC WALL","","LCBC_EX_W150_25P_ALC_20P_195mm","00_L166_PRECAST WALL",""
"Walls","Basic Wall","LCBC_EX_W150_25P_ALC_150mm","Basic Wall","[4852302]","","","150mm THK PC WALL","","LCBC_EX_W150_25P_ALC_150mm","00_L166_PRECAST WALL",""
"Walls","Basic Wall","LCBC_EX_W150_25P_ALC_150mm","Basic Wall","[4852372]","","","150mm THK PC WALL","","LCBC_EX_W150_25P_ALC_150mm","00_L166_PRECAST WALL",""
"Walls","Basic Wall","LCBC_EX_W150_25P_ALC_150mm","Basic Wall","[5074196]","","","150mm THK PC WALL","","LCBC_EX_W150_25P_ALC_150mm","00_L166_PRECAST WALL",""
"Walls","Basic Wall","LCBC_EX_W150_25P_ALC_150mm","Basic Wall","[5074197]","","","150mm THK PC WALL","","LCBC_EX_W150_25P_ALC_150mm","00_L166_PRECAST WALL",""
"Walls","Basic Wall","LCBC_EX_W150_25P_ALC_150mm","Basic Wall","[5074585]","","","150mm THK PC WALL","","LCBC_EX_W150_25P_ALC_150mm","00_L166_PRECAST WALL",""
"Walls","Basic Wall","LCBC_EX_W100_ALC_100mm","Basic Wall","[5070580]","","","100mm THK PC WALL","","LCBC_EX_W100_ALC_100mm","L166_Plaster",""
"Walls","Basic Wall","LCBC_EX_W100_ALC_100mm","Basic Wall","[5070670]","","","100mm THK PC WALL","","LCBC_EX_W100_ALC_100mm","L166_Plaster",""
"Walls","Basic Wall","LCBC_EX_W100_ALC_100mm","Basic Wall","[5071003]","","","100mm THK PC WALL","","LCBC_EX_W100_ALC_100mm","L166_Plaster",""
"Walls","Basic Wall","LCBC_EX_W150_ALC_150mm","Basic Wall","[5070868]","","","150mm THK PC WALL","","LCBC_EX_W150_ALC_150mm","L166_Plaster",""
"Walls","Basic Wall","LCBC_EX_W150_ALC_150mm","Basic Wall","[5073214]","","","150mm THK PC WALL","","LCBC_EX_W150_ALC_150mm","L166_Plaster",""
"Walls","Basic Wall","LCBC_EX_W150_ALC_150mm","Basic Wall","[5073215]","","","150mm THK PC WALL","","LCBC_EX_W150_ALC_150mm","L166_Plaster",""
"Walls","Basic Wall","LCBC_EX_W150_ALC_150mm","Basic Wall","[5073216]","","","150mm THK PC WALL","","LCBC_EX_W150_ALC_150mm","L166_Plaster",""
"Walls","Basic Wall","LCBC_EX_W150_ALC_150mm","Basic Wall","[5074198]","","","150mm THK PC WALL","","LCBC_EX_W150_ALC_150mm","L166_Plaster",""
"Walls","Basic Wall","LCBC_EX_W150_ALC_150mm","Basic Wall","[5075039]","","","150mm THK PC WALL","","LCBC_EX_W150_ALC_150mm","L166_Plaster",""
"Walls","Basic Wall","LCBC_EX_W150_ALC_150mm","Basic Wall","[5076922]","","","150mm THK PC WALL","","LCBC_EX_W150_ALC_150mm","L166_Plaster",""
"Walls","Basic Wall","LCBC_Wall_PHENOLIC PARTITION_12mm","Basic Wall","[5082124]","04:MS13","","Toilet Phenolic Cubicle Partition","","LCBC_Wall_PHENOLIC PARTITION_12mm","Paint - White",""
"Walls","Basic Wall","LCBC_Wall_PHENOLIC PARTITION_12mm","Basic Wall","[5082125]","04:MS13","","Toilet Phenolic Cubicle Partition","","LCBC_Wall_PHENOLIC PARTITION_12mm","Paint - White",""
"Walls","Basic Wall","LCBC_Wall_PHENOLIC PARTITION_12mm","Basic Wall","[5082128]","04:MS13","","Toilet Phenolic Cubicle Partition","","LCBC_Wall_PHENOLIC PARTITION_12mm","Paint - White",""
"Walls","Basic Wall","LCBC_Wall_PHENOLIC PARTITION_12mm","Basic Wall","[5082129]","04:MS13","","Toilet Phenolic Cubicle Partition","","LCBC_Wall_PHENOLIC PARTITION_12mm","Paint - White",""
"Walls","Basic Wall","LCBC_Wall_PHENOLIC PARTITION_12mm","Basic Wall","[5082131]","04:MS13","","Toilet Phenolic Cubicle Partition","","LCBC_Wall_PHENOLIC PARTITION_12mm","Paint - White",""
"Walls","Basic Wall","LCBC_Wall_PHENOLIC PARTITION_12mm","Basic Wall","[5082133]","04:MS13","","Toilet Phenolic Cubicle Partition","","LCBC_Wall_PHENOLIC PARTITION_12mm","Paint - White",""
"Walls","Basic Wall","LCBC_Wall_PHENOLIC PARTITION_12mm","Basic Wall","[5082134]","04:MS13","","Toilet Phenolic Cubicle Partition","","LCBC_Wall_PHENOLIC PARTITION_12mm","Paint - White",""
"Walls","Basic Wall","LCBC_Wall_PHENOLIC PARTITION_12mm","Basic Wall","[5082550]","04:MS13","","Toilet Phenolic Cubicle Partition","","LCBC_Wall_PHENOLIC PARTITION_12mm","Paint - White",""
"Walls","Basic Wall","LCBC_Wall_PHENOLIC PARTITION_12mm","Basic Wall","[5106351]","04:MS13","","Toilet Phenolic Cubicle Partition","","LCBC_Wall_PHENOLIC PARTITION_12mm","Paint - White",""
"Walls","Basic Wall","LCBC_Wall_PHENOLIC PARTITION_12mm","Basic Wall","[5106352]","04:MS13","","Toilet Phenolic Cubicle Partition","","LCBC_Wall_PHENOLIC PARTITION_12mm","Paint - White",""
"Walls","Basic Wall","LCBC_Wall_PHENOLIC PARTITION_12mm","Basic Wall","[5106353]","04:MS13","","Toilet Phenolic Cubicle Partition","","LCBC_Wall_PHENOLIC PARTITION_12mm","Paint - White",""
"Walls","Basic Wall","LCBC_Wall_PHENOLIC PARTITION_12mm","Basic Wall","[5106354]","04:MS13","","Toilet Phenolic Cubicle Partition","","LCBC_Wall_PHENOLIC PARTITION_12mm","Paint - White",""
"Walls","Basic Wall","LCBC_Wall_PHENOLIC PARTITION_12mm","Basic Wall","[5106355]","04:MS13","","Toilet Phenolic Cubicle Partition","","LCBC_Wall_PHENOLIC PARTITION_12mm","Paint - White",""
"Walls","Basic Wall","LCBC_Wall_PHENOLIC PARTITION_12mm","Basic Wall","[5106357]","04:MS13","","Toilet Phenolic Cubicle Partition","","LCBC_Wall_PHENOLIC PARTITION_12mm","Paint - White",""
"Walls","Basic Wall","LCBC_Wall_PHENOLIC PARTITION_12mm","Basic Wall","[5106563]","04:MS13","","Toilet Phenolic Cubicle Partition","","LCBC_Wall_PHENOLIC PARTITION_12mm","Paint - White",""
"Walls","Basic Wall","LCBC_Wall_PHENOLIC PARTITION_12mm","Basic Wall","[5106567]","04:MS13","","Toilet Phenolic Cubicle Partition","","LCBC_Wall_PHENOLIC PARTITION_12mm","Paint - White",""
"Walls","Basic Wall","LCBC_Wall_PHENOLIC PARTITION_12mm","Basic Wall","[5106652]","04:MS13","","Toilet Phenolic Cubicle Partition","","LCBC_Wall_PHENOLIC PARTITION_12mm","Paint - White",""
"Walls","Basic Wall","LCBC_Wall_PHENOLIC PARTITION_12mm","Basic Wall","[5106653]","04:MS13","","Toilet Phenolic Cubicle Partition","","LCBC_Wall_PHENOLIC PARTITION_12mm","Paint - White",""
"Walls","Basic Wall","LCBC_Wall_PHENOLIC PARTITION_12mm","Basic Wall","[5106712]","04:MS13","","Toilet Phenolic Cubicle Partition","","LCBC_Wall_PHENOLIC PARTITION_12mm","Paint - White",""
"Walls","Basic Wall","LCBC_Wall_PHENOLIC PARTITION_12mm","Basic Wall","[5106726]","04:MS13","","Toilet Phenolic Cubicle Partition","","LCBC_Wall_PHENOLIC PARTITION_12mm","Paint - White",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm(300X600mmx2mm)","Basic Wall","[5082188]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm(300X600mmx2mm)","TILES 600x300x2mm grout",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm(300X600mmx2mm)","Basic Wall","[5082211]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm(300X600mmx2mm)","TILES 600x300x2mm grout",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm(300X600mmx2mm)","Basic Wall","[5082281]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm(300X600mmx2mm)","TILES 600x300x2mm grout",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm(300X600mmx2mm)","Basic Wall","[5082282]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm(300X600mmx2mm)","TILES 600x300x2mm grout",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm(300X600mmx2mm)","Basic Wall","[5106565]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm(300X600mmx2mm)","TILES 600x300x2mm grout",""
"Walls","Basic Wall","LCBC_Tile Finish_35mm(300X600mmx2mm)","Basic Wall","[5258132]","B2010120","Ext. Wall - Precast","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_Tile Finish_35mm(300X600mmx2mm)","TILES 600x300x2mm grout",""
"Walls","Basic Wall","LCBC_IN_W2C_35T_ALC_135mm","Basic Wall","[5082194]","04:MS13","","100mm THK PC WALL","","LCBC_IN_W2C_35T_ALC_135mm","00_L166_BLOCK WALL",""
"Walls","Basic Wall","LCBC_IN_W2C_35T_ALC_135mm","Basic Wall","[5082222]","04:MS13","","100mm THK PC WALL","","LCBC_IN_W2C_35T_ALC_135mm","00_L166_BLOCK WALL",""
"Walls","Basic Wall","LCBC_IN_W2C_35T_ALC_135mm","Basic Wall","[5082223]","04:MS13","","100mm THK PC WALL","","LCBC_IN_W2C_35T_ALC_135mm","00_L166_BLOCK WALL",""
"Walls","Basic Wall","LCBC_IN_W2C_35T_ALC_135mm","Basic Wall","[5082228]","04:MS13","","100mm THK PC WALL","","LCBC_IN_W2C_35T_ALC_135mm","00_L166_BLOCK WALL",""
"Walls","Basic Wall","LCBC_IN_W2C_35T_ALC_135mm","Basic Wall","[5082253]","04:MS13","","100mm THK PC WALL","","LCBC_IN_W2C_35T_ALC_135mm","00_L166_BLOCK WALL",""
"Walls","Basic Wall","LCBC_IN_W2C_35T_ALC_135mm","Basic Wall","[5082254]","04:MS13","","100mm THK PC WALL","","LCBC_IN_W2C_35T_ALC_135mm","00_L166_BLOCK WALL",""
"Walls","Basic Wall","LCBC_IN_W2C_35T_ALC_135mm","Basic Wall","[5082290]","04:MS13","","100mm THK PC WALL","","LCBC_IN_W2C_35T_ALC_135mm","00_L166_BLOCK WALL",""
"Walls","Basic Wall","LCBC_IN_W2C_35T_ALC_135mm","Basic Wall","[5106421]","04:MS13","","100mm THK PC WALL","","LCBC_IN_W2C_35T_ALC_135mm","00_L166_BLOCK WALL",""
"Walls","Basic Wall","LCBC_IN_W2C_35T_ALC_135mm","Basic Wall","[5106424]","04:MS13","","100mm THK PC WALL","","LCBC_IN_W2C_35T_ALC_135mm","00_L166_BLOCK WALL",""
"Walls","Basic Wall","LCBC_IN_W2D_15P_ALC_115mm","Basic Wall","[5106427]","04:MS13","","100mm THK PC WALL","","LCBC_IN_W2D_15P_ALC_115mm","00_L166_BLOCK WALL",""
"Walls","Basic Wall","LCBC_IN_W2D_15P_ALC_115mm","Basic Wall","[5106431]","04:MS13","","100mm THK PC WALL","","LCBC_IN_W2D_15P_ALC_115mm","00_L166_BLOCK WALL",""
"Walls","Basic Wall","LCBC_IN_W2D_15P_ALC_15P_130mm","Basic Wall","[5106428]","04:MS13","","100mm THK PC WALL","","LCBC_IN_W2D_15P_ALC_15P_130mm","00_L166_BLOCK WALL",""
"Walls","Basic Wall","LCBC_IN_65mm_35mmTile","Basic Wall","[5106596]","04:MS13","","300x600 Unglazed Porcelain Wall Tiles (Staggered)","","LCBC_IN_65mm_35mmTile","00_L166_BLOCK WALL",""
